geoid,medincome,totpop,rent_cost,housing_mortgage,ave_housing_yearly,ave_housing_monthly
484530017133,90080.0,1881.0,1758.0,2003.0,23149.01694915254,1929.084745762712
484530017422,112250.0,3550.0,2369.0,2204.0,27045.899343544857,2253.8249452954046
484530017821,108942.0,1417.0,1383.0,2646.0,27048.413793103446,2254.0344827586205
484530017571,143750.0,689.0,0.0,3342.0,39032.51908396946,3252.709923664122
484530022023,39130.0,6111.0,1141.0,1110.0,13547.194630872482,1128.9328859060402
484530023143,58594.0,765.0,1127.0,0.0,13524.0,1127.0
484530017852,63893.0,1822.0,1163.0,0.0,12734.85,1061.2375
484530004012,33571.0,2516.0,1466.0,2500.0,19154.48888888889,1596.2074074074073
484530003061,93750.0,6029.0,1588.0,2779.0,25965.073796791443,2163.7561497326205
484530007001,57708.0,1388.0,1229.0,1702.0,16904.72427983539,1408.727023319616
484530013032,76681.0,2438.0,1678.0,3000.0,23952.980883322347,1996.0817402768625
484530017561,134444.0,2609.0,2137.0,1854.0,22880.07488986784,1906.6729074889868
484530017864,66827.0,1061.0,1494.0,1651.0,18584.40201005025,1548.7001675041877
484530017552,184479.0,3766.0,1786.0,3143.0,36877.12727272727,3073.0939393939393
484530017721,82063.0,1972.0,1847.0,1760.0,21344.547486033516,1778.7122905027932
484530017751,161845.0,7784.0,0.0,2944.0,34730.23350253807,2894.186125211506
484530017551,175625.0,2473.0,2464.0,3183.0,37338.49325153374,3111.5411042944784
484530019182,183125.0,707.0,0.0,4001.0,42424.396551724145,3535.366379310345
484530017742,110075.0,5828.0,1833.0,1652.0,20242.182399999998,1686.8485333333333
484530017743,148266.0,1695.0,0.0,2623.0,30506.722852512157,2542.226904376013
484530017701,176597.0,7884.0,2616.0,2908.0,34636.54667191808,2886.3788893265064
484530017703,147232.0,2548.0,0.0,2488.0,28664.4834663626,2388.7069555302164
484530017761,77857.0,1791.0,1368.0,1696.0,19059.408284023666,1588.284023668639
484530017762,99219.0,1345.0,1816.0,1602.0,19534.96875,1627.9140625
484530017741,133309.0,842.0,0.0,2102.0,24112.198347107438,2009.3498622589532
484530017411,143047.0,1730.0,2122.0,3053.0,35180.75983717775,2931.7299864314787
484530017421,77568.0,2995.0,1542.0,1778.0,21068.1797752809,1755.681647940075
484530017781,125417.0,2522.0,1639.0,2568.0,29693.57184750733,2474.464320625611
484530017782,83288.0,1817.0,1577.0,2183.0,22983.2380952381,1915.2698412698414
484530017731,130081.0,4359.0,1594.0,3215.0,30644.131301289563,2553.677608440797
484530024213,60561.0,1529.0,1208.0,1574.0,16594.924731182793,1382.9103942652328
484530018641,57736.0,1239.0,1633.0,1381.0,18707.77570093458,1558.981308411215
484530018642,51357.0,1404.0,1175.0,0.0,14100.0,1175.0
484530018511,110268.0,2379.0,1535.0,1696.0,19497.730120481923,1624.8108433734938
484530018461,148333.0,1014.0,2014.0,2567.0,30110.236363636366,2509.1863636363637
484530024231,93731.0,1558.0,1906.0,1554.0,19692.521739130436,1641.0434782608697
484530017493,83363.0,2837.0,1239.0,0.0,14868.0,1239.0
484530017494,98301.0,1891.0,1430.0,1919.0,18041.89595375723,1503.4913294797689
484530019151,67878.0,2138.0,1573.0,2085.0,20247.579139981703,1687.2982616651418
484530017071,56188.0,1580.0,1149.0,2397.0,21936.471838469715,1828.0393198724762
484530018051,42232.0,1647.0,910.0,1179.0,12007.125553914331,1000.5937961595274
484530018063,40050.0,2305.0,977.0,1768.0,13764.000000000002,1147.0
484530018064,28425.0,1154.0,676.0,0.0,5775.024930747923,481.2520775623269
484530018111,31412.0,1842.0,903.0,1646.0,13200.678260869563,1100.0565217391304
484530018342,82583.0,8501.0,1511.0,1805.0,20108.625000000004,1675.7187500000002
484530018352,70098.0,1353.0,1504.0,1521.0,18202.032388663967,1516.836032388664
484530018321,41023.0,2137.0,1059.0,1801.0,15555.629200463502,1296.3024333719584
484530018421,54283.0,10423.0,1289.0,1641.0,17918.892349356804,1493.241029113067
484530018612,83646.0,2305.0,1678.0,1477.0,18068.989090909094,1505.749090909091
484530018602,61089.0,2389.0,1415.0,1361.0,16713.176470588234,1392.764705882353
484530018513,67797.0,2686.0,1173.0,1950.0,16330.519258202567,1360.876604850214
484530018514,90119.0,2002.0,1141.0,2004.0,17619.731207289293,1468.3109339407742
484530018553,85589.0,4792.0,1372.0,1705.0,18514.842030021446,1542.903502501787
484530018582,116992.0,6570.0,0.0,2051.0,23872.01812191104,1989.3348434925865
484530018581,121151.0,7599.0,1425.0,2289.0,26455.897244278378,2204.6581036898647
484530005002,54267.0,1364.0,1354.0,0.0,14952.665511265164,1246.055459272097
484530021122,40383.0,2489.0,1113.0,1954.0,16268.371392722709,1355.6976160602258
484530017863,76788.0,1937.0,1451.0,0.0,17266.03113772455,1438.8359281437124
484530017663,141083.0,8229.0,0.0,2592.0,29519.883589329023,2459.990299110752
484530019111,64386.0,1615.0,1343.0,2347.0,18060.313432835825,1505.0261194029854
484530019104,166875.0,1113.0,2384.0,3848.0,42522.25641025641,3543.521367521367
484530023142,62113.0,1917.0,1257.0,2716.0,18572.247855100097,1547.6873212583412
484530024282,77621.0,6536.0,1378.0,1632.0,18494.177339901475,1541.1814449917895
484530018402,73179.0,1143.0,1495.0,1322.0,16332.270676691727,1361.0225563909773
484530018591,70625.0,762.0,0.0,2115.0,12690.0,1057.5
484530018414,76361.0,4022.0,1145.0,1864.0,19548.46358454718,1629.0386320455982
484530022121,83958.0,1452.0,1823.0,1539.0,18897.501369863014,1574.7917808219177
484530016021,101625.0,1435.0,1423.0,3192.0,31169.76131687243,2597.4801097393693
484530016023,32073.0,1158.0,775.0,0.0,9300.0,775.0
484530019191,200625.0,1508.0,3501.0,4001.0,47564.94117647059,3963.7450980392155
484530017223,80982.0,1852.0,1424.0,1933.0,17509.44606413994,1459.120505344995
484910202032,88011.0,758.0,0.0,1831.0,21029.501340482573,1752.4584450402144
484910202012,69500.0,1008.0,936.0,1778.0,18231.759036144576,1519.313253012048
484530018493,49674.0,1194.0,1241.0,0.0,13805.65349544073,1150.471124620061
484530018494,57443.0,1958.0,1324.0,0.0,15888.0,1324.0
484530017063,91413.0,1347.0,1346.0,2525.0,23283.82561307902,1940.3188010899185
484530017073,130391.0,1091.0,1361.0,2761.0,29074.21218961625,2422.851015801354
484530018492,64006.0,1269.0,1220.0,0.0,14640.0,1220.0
484530017542,80667.0,1354.0,1366.0,2611.0,25374.33128834356,2114.5276073619634
484530018112,44940.0,1417.0,1169.0,1647.0,16381.23076923077,1365.102564102564
484530021133,87150.0,1034.0,1648.0,2010.0,23135.08353221957,1927.923627684964
484530022084,68293.0,2095.0,1551.0,1484.0,18014.274052478137,1501.189504373178
484530022021,46622.0,2301.0,1448.0,1160.0,14809.79104477612,1234.1492537313434
484530022111,75719.0,3069.0,1319.0,1699.0,19365.537537537537,1613.7947947947946
484530024361,63125.0,2768.0,1053.0,1240.0,14427.000000000002,1202.2500000000002
484530023171,38683.0,5233.0,899.0,0.0,10053.289443813848,837.7741203178206
484530017281,83155.0,1406.0,2154.0,1682.0,21600.0,1800.0
484530017282,71750.0,1079.0,1382.0,1879.0,20480.796812749006,1706.7330677290836
484530016032,118523.0,1003.0,1550.0,2939.0,31403.522248243557,2616.96018735363
484530016033,200375.0,537.0,0.0,4001.0,45460.63768115942,3788.3864734299514
484530016034,208942.0,977.0,2583.0,4001.0,45703.835962145116,3808.652996845426
484530017371,106538.0,1463.0,1469.0,2494.0,26109.875,2175.8229166666665
484530017284,91705.0,2904.0,1917.0,1930.0,23116.788732394365,1926.3990610328638
484530017222,65946.0,1460.0,1194.0,0.0,14328.0,1194.0
484530017373,123696.0,3581.0,1574.0,2388.0,27066.164768921633,2255.5137307434698
484530016043,180313.0,954.0,1792.0,4001.0,45713.20325203252,3809.4336043360436
484530016044,0.0,1038.0,0.0,4001.0,34560.362068965514,2880.030172413793
484530016051,180234.0,1694.0,1316.0,4001.0,38581.756097560974,3215.1463414634145
484530016052,99583.0,730.0,1515.0,3246.0,29099.859813084113,2424.988317757009
484530016053,139559.0,703.0,1618.0,4001.0,35602.41509433962,2966.867924528302
484530016054,71774.0,841.0,1214.0,4001.0,30683.15322580645,2556.9294354838707
484530017053,124453.0,840.0,0.0,4001.0,44420.07980049875,3701.6733167082293
484530017072,92321.0,2615.0,1535.0,2298.0,22053.333333333332,1837.7777777777778
484530017121,84688.0,1479.0,1375.0,2474.0,25564.479338842975,2130.3732782369143
484530017122,53558.0,2249.0,1233.0,1865.0,17207.87279151944,1433.9893992932864
484530017132,123571.0,713.0,1643.0,3013.0,29659.54838709677,2471.6290322580644
484530017811,155795.0,1357.0,0.0,2823.0,30231.11392405063,2519.259493670886
484530017823,172396.0,1978.0,1889.0,2952.0,34755.5633187773,2896.296943231441
484530017181,54676.0,1949.0,1186.0,2656.0,17707.862068965518,1475.6551724137933
484530017182,116908.0,1650.0,1941.0,2956.0,34287.55915721232,2857.29659643436
484530017183,51694.0,825.0,0.0,2953.0,32904.857142857145,2742.0714285714284
484530017184,101305.0,1821.0,1682.0,3080.0,28296.516421291053,2358.043035107588
484530017191,135714.0,1655.0,2215.0,3595.0,41406.375,3450.53125
484530017192,197976.0,1058.0,0.0,3214.0,19284.0,1607.0
484530017221,66990.0,532.0,1121.0,3131.0,22517.23489932886,1876.4362416107385
484530017771,100093.0,4140.0,1650.0,1762.0,20525.988242978445,1710.4990202482038
484530017401,93200.0,2514.0,1721.0,1979.0,21825.725338491295,1818.8104448742747
484530016041,183929.0,1337.0,2729.0,3860.0,44716.03636363636,3726.3363636363633
484530016042,169038.0,678.0,2091.0,3711.0,42102.0,3508.5
484530017572,109375.0,1561.0,1495.0,2877.0,27202.564885496184,2266.880407124682
484530017543,107361.0,1523.0,1183.0,1736.0,19028.038834951458,1585.6699029126214
484910207042,56111.0,1906.0,966.0,1234.0,13205.254901960785,1100.437908496732
484910207043,51250.0,1746.0,1279.0,0.0,14679.61935483871,1223.3016129032258
482090108092,151181.0,2167.0,2536.0,2775.0,32957.04599211564,2746.4204993429703
482090108043,64955.0,2952.0,1669.0,1389.0,17148.81287044877,1429.0677392040643
482090109011,134412.0,2796.0,0.0,2998.0,33885.21042084168,2823.7675350701406
482090109013,91750.0,2549.0,1723.0,2504.0,29570.251626898047,2464.1876355748373
482090109014,130104.0,944.0,0.0,1805.0,20095.209125475285,1674.6007604562737
482090109022,71169.0,5436.0,1430.0,1789.0,18589.810344827587,1549.1508620689656
484530015013,130597.0,1093.0,0.0,3040.0,33148.86414253897,2762.4053452115813
484530015034,77750.0,902.0,2083.0,1417.0,19904.322580645163,1658.6935483870968
484910205044,58258.0,2027.0,1212.0,2168.0,15775.386637458925,1314.6155531215772
482090109062,61948.0,4173.0,1575.0,1485.0,18036.8,1503.0666666666666
482090106004,70708.0,2929.0,869.0,1606.0,17188.110121457492,1432.3425101214575
482090108062,100673.0,3262.0,823.0,2802.0,30489.852967227638,2540.821080602303
482090108042,147235.0,2731.0,1178.0,3029.0,35025.590312815344,2918.7991927346116
484910207012,43125.0,1318.0,805.0,1216.0,11251.745721271393,937.6454767726161
484530024072,102216.0,789.0,0.0,1819.0,20934.456140350878,1744.5380116959066
484530017412,74875.0,1030.0,1742.0,3017.0,30268.406779661018,2522.367231638418
484530017283,75761.0,1047.0,1697.0,1695.0,20345.60655737705,1695.4672131147543
484530019183,153750.0,1182.0,1297.0,4001.0,38760.29752066116,3230.0247933884298
484530002053,112083.0,548.0,1267.0,3607.0,28489.161290322576,2374.096774193548
484530001022,207500.0,1036.0,0.0,4001.0,45439.92857142857,3786.6607142857147
484530016031,160938.0,1014.0,2260.0,3198.0,36520.96089385475,3043.4134078212296
484530018632,40333.0,1299.0,1102.0,0.0,13224.0,1102.0
484530018631,38902.0,2255.0,965.0,0.0,11580.0,965.0
484530018422,58992.0,3205.0,0.0,1273.0,14462.581469648563,1205.2151224707136
484530022082,42188.0,1694.0,1190.0,794.0,10497.551637279597,874.7959697732997
484530017711,160250.0,2296.0,1700.0,2681.0,31518.756069364164,2626.563005780347
484530019173,183472.0,1141.0,0.0,3542.0,40321.64303178484,3360.1369193154037
484910204032,61250.0,1101.0,1247.0,1646.0,17455.493212669684,1454.6244343891403
484910203162,63820.0,3538.0,1231.0,1564.0,16004.156729131177,1333.6797274275982
484910203112,107721.0,1994.0,1989.0,2256.0,25985.47003154574,2165.4558359621446
484910205082,143043.0,1002.0,2133.0,2193.0,26175.40828402367,2181.2840236686393
484910203172,77150.0,3071.0,1464.0,2157.0,20495.84516129032,1707.9870967741936
484910203152,81328.0,1231.0,1414.0,2104.0,21211.265306122452,1767.6054421768708
484910203232,99167.0,1196.0,1635.0,1773.0,20586.745945945942,1715.562162162162
484910203252,62702.0,1031.0,1447.0,1200.0,15706.709677419354,1308.8924731182794
484910205072,140250.0,955.0,2133.0,2092.0,25191.590909090908,2099.2992424242425
484530017523,42256.0,1155.0,1159.0,0.0,13908.0,1159.0
484530017062,63750.0,1485.0,1218.0,2361.0,20266.992,1688.9159999999997
484530017061,118661.0,1062.0,1637.0,2686.0,29895.305389221554,2491.2754491017963
484530017054,95927.0,1693.0,1535.0,3370.0,28836.95550351288,2403.07962529274
484530006031,0.0,1056.0,1620.0,0.0,16745.869565217392,1395.4891304347827
484530018491,93562.0,3934.0,1537.0,0.0,18444.0,1537.0
484530019142,154938.0,1149.0,0.0,2375.0,27369.51983298539,2280.793319415449
484530019143,98087.0,2450.0,1688.0,2665.0,26798.455717970766,2233.2046431642307
484530019171,148125.0,1190.0,0.0,3185.0,33238.720379146915,2769.89336492891
484530024112,41250.0,2492.0,1157.0,1173.0,13990.634294385432,1165.886191198786
484530020032,37740.0,2441.0,927.0,1293.0,11913.071186440677,992.7559322033898
484530022022,0.0,1335.0,1234.0,0.0,10471.700934579438,872.6417445482865
484530018542,73413.0,3638.0,1612.0,1689.0,20114.144873000943,1676.1787394167452
484530017451,115682.0,1083.0,0.0,2719.0,16314.0,1359.5
484530017461,84013.0,3131.0,1085.0,2010.0,20558.881019830027,1713.2400849858357
484530017383,145125.0,1284.0,0.0,2193.0,23847.233532934133,1987.2694610778444
484910203102,115714.0,1318.0,1344.0,1990.0,23211.724137931036,1934.3103448275863
484910204081,94769.0,2277.0,1478.0,1660.0,18272.889877641825,1522.7408231368186
484530017384,114088.0,2936.0,0.0,2040.0,22448.815903197923,1870.734658599827
484530017285,92740.0,1041.0,1370.0,1724.0,18712.8152866242,1559.40127388535
484530017291,63984.0,1473.0,1276.0,1647.0,17478.017964071856,1456.5014970059879
484530017752,81818.0,507.0,0.0,1875.0,11250.0,937.5
484530017331,134375.0,3026.0,0.0,3108.0,36064.71565495207,3005.3929712460063
484530017332,118417.0,1322.0,0.0,2182.0,23858.993657505285,1988.2494714587738
484530017385,96012.0,781.0,1103.0,1950.0,19279.45945945946,1606.6216216216214
484530017772,107574.0,1682.0,2000.0,1672.0,20446.86120996441,1703.9051008303675
484530017832,99444.0,2236.0,1594.0,2104.0,24308.6511627907,2025.720930232558
484530017501,72240.0,1252.0,1364.0,0.0,15712.46057571965,1309.3717146433041
484530017541,50889.0,2152.0,1055.0,2226.0,17645.75769230769,1470.4798076923075
480539608002,57703.0,2589.0,1092.0,1290.0,15021.626373626374,1251.802197802198
480539605004,0.0,1062.0,0.0,1269.0,14823.991836734693,1235.3326530612244
484530017812,117054.0,1259.0,1442.0,2902.0,31456.147239263802,2621.3456032719837
484530017842,215479.0,3130.0,0.0,3255.0,36930.27842227378,3077.5232018561487
484530017732,128250.0,1545.0,1962.0,3050.0,35638.82208588957,2969.901840490798
484530017733,173688.0,2519.0,3501.0,3291.0,39657.8857696031,3304.8238141335914
484530022092,71750.0,2418.0,1633.0,1286.0,16190.04804045512,1349.1706700379268
484530015043,111944.0,1522.0,1177.0,2419.0,24602.580204778158,2050.2150170648465
484530013081,64375.0,510.0,1867.0,2232.0,25557.6,2129.7999999999997
484530023082,62016.0,1061.0,1574.0,2081.0,21064.112359550563,1755.3426966292134
484530018483,70341.0,3042.0,1260.0,2239.0,19380.36420233463,1615.0303501945523
484530010002,96563.0,684.0,1656.0,2469.0,27189.0,2265.75
484530018441,51171.0,1691.0,1210.0,1568.0,15944.804020100499,1328.7336683417084
484530019131,206071.0,2374.0,0.0,4001.0,46585.90099009901,3882.1584158415844
484530023151,36993.0,1504.0,1141.0,1275.0,14195.470344827585,1182.9558620689654
484530009023,38750.0,1004.0,890.0,0.0,6910.588235294118,575.8823529411765
484530017123,90575.0,829.0,1238.0,2046.0,20167.721739130433,1680.6434782608692
484530018282,105132.0,965.0,1246.0,1672.0,19228.151658767772,1602.345971563981
484530021051,53966.0,1740.0,1127.0,1914.0,15628.987951807227,1302.4156626506024
484530021123,52115.0,1833.0,1112.0,1658.0,16707.946308724833,1392.3288590604025
484530018451,59028.0,2121.0,1173.0,1563.0,16658.06896551724,1388.1724137931035
484530018041,34958.0,2213.0,1068.0,1679.0,13913.939086294418,1159.4949238578681
484530017722,76898.0,2754.0,1668.0,1560.0,18953.657334826425,1579.471444568869
484530018543,78859.0,2698.0,1730.0,1389.0,17342.443213296396,1445.2036011080331
480559606002,71324.0,1221.0,944.0,1337.0,15077.60655737705,1256.467213114754
484530018502,66583.0,887.0,1590.0,1372.0,17784.950495049507,1482.079207920792
484910204041,80972.0,1666.0,1637.0,1540.0,18896.80349344978,1574.7336244541484
484530005004,51023.0,1213.0,1145.0,0.0,9094.881516587679,757.9067930489732
484530004021,62887.0,1427.0,1360.0,1810.0,17676.716417910447,1473.0597014925372
