geoid,all_vmt_hh,hh,carownership_expense_hh,driving_cost_year,vehicle,average_veh,veh_hh,transitcost_hh,medincome,totpop,rent_cost,housing_mortgage,ave_housing_yearly,ave_housing_monthly,combined H+T
484530013043,5264.744196997806,414.0,9040.395,956.4778289461004,578.0,2.1,1.396135265700483,0.0,115847.0,933.0,1469.0,3114.0,29071.478260869568,2422.623188405797,39068.35108981567
484530013044,6368.63783538488,426.0,9040.395,1157.0288436058386,862.0,2.1,2.023474178403756,54.770671537615584,112500.0,853.0,1420.0,3058.0,27513.97183098592,2292.830985915493,37766.16634612937
484530013051,5133.566341467851,851.0,5488.619999999999,876.3116372834608,1133.0,1.7,1.3313748531139835,97.91969982803523,80799.0,1322.0,1598.0,4001.0,21920.67215041128,1826.72267920094,28383.523487522776
484530013052,9948.227280732335,725.0,9040.395,1807.354445969713,944.0,2.1,1.3020689655172413,33.71499071596278,66544.0,1762.0,1168.0,3039.0,26496.215172413795,2208.017931034483,37377.67960909947
484530013053,7369.422316977872,792.0,3691.95,1338.8473959189537,1092.0,1.5,1.378787878787879,0.0,61538.0,1288.0,1441.0,2769.0,26004.48484848485,2167.040404040404,31035.282244403803
484530013054,9065.001161084512,602.0,10515.6,1867.952951081492,1113.0,2.5,1.848837209302325,118.11956880252735,114762.0,1272.0,1843.0,2807.0,29879.242524916943,2489.936877076412,42380.91504480096
484530013071,7080.053661606848,567.0,3691.95,1286.2760471700135,730.0,1.5,1.2874779541446209,45.06954226300139,45781.0,869.0,1085.0,2089.0,16356.04232804233,1363.0035273368608,21379.337917475343
484530013072,8037.797335183423,319.0,9040.395,1460.275116319805,584.0,2.1,1.830721003134796,142.80109704075142,84712.0,667.0,1181.0,2513.0,25045.12852664577,2087.094043887148,35688.59974000633
484530013073,7335.976617753491,1029.0,5488.619999999999,1252.268160839352,1356.0,1.7,1.3177842565597668,63.70521812330186,65938.0,2190.0,1259.0,3014.0,23560.65306122449,1963.387755102041,30365.24644018714
484530013081,6580.880527572368,250.0,9040.395,1195.588253491114,430.0,2.1,1.72,0.0,64375.0,510.0,1867.0,2232.0,25557.6,2129.8,35793.58325349112
484530013082,2691.7987235076585,264.0,5488.619999999999,459.49626238979386,374.0,1.7,1.4166666666666667,0.0,46471.0,585.0,1078.0,1738.0,15965.999999999998,1330.4999999999998,21914.11626238979
484530013083,7670.793577544641,748.0,2398.78,1477.776471097995,1081.0,1.0,1.445187165775401,121.80093571122912,63723.0,1283.0,1559.0,2180.0,19534.89304812834,1627.907754010695,23533.250454937563
484530013084,6292.085056626263,404.0,5488.619999999999,1074.0734590998543,620.0,1.7,1.534653465346535,41.2523091849792,72643.0,676.0,1216.0,2639.0,21777.44554455445,1814.7871287128712,28381.391312839285
484530014011,4091.556134407646,1131.0,3691.95,743.3376783398076,1652.0,1.5,1.4606542882404951,58.942291461473374,82679.0,1871.0,1830.0,2288.0,23174.854111405835,1931.2378426171529,27669.08408120712
484530014012,4105.628761215124,558.0,9040.395,745.8943373212754,920.0,2.1,1.6487455197132617,81.63718630107472,85700.0,1302.0,1533.0,3518.0,31159.76344086022,2596.6469534050184,41027.689964482575
484530014021,9126.426403204869,372.0,10515.6,1880.6103639434104,612.0,2.5,1.6451612903225807,0.0,146563.0,833.0,2719.0,4001.0,43876.51612903226,3656.3763440860216,56272.726492975664
484530014022,2240.527052222386,399.0,9040.395,407.050061772558,755.0,2.1,1.8922305764411027,0.0,119471.0,753.0,1245.0,3047.0,32824.51127819549,2735.375939849624,42271.95633996805
484530014023,8384.360455629896,544.0,5488.619999999999,1431.2297046008186,712.0,1.7,1.3088235294117647,24.50872486872294,75500.0,928.0,1286.0,2737.0,21577.41176470588,1798.1176470588236,28521.77019417542
484530014031,7923.098487822255,415.0,3691.95,1439.437084992625,598.0,1.5,1.4409638554216868,147.24920644019886,64728.0,875.0,1154.0,2214.0,17005.012048192773,1417.0843373493976,22283.648339625597
484530014032,12422.781232686342,389.0,3691.95,2256.9215859885285,647.0,1.5,1.6632390745501284,19.99340709085196,58281.0,928.0,1464.0,1747.0,19174.33419023136,1597.8611825192802,25143.19918331074
484530015011,6157.030444911243,675.0,5488.619999999999,1051.0193247919626,981.0,1.7,1.4533333333333334,190.93809556986324,88221.0,1333.0,1343.0,1461.0,16816.65777777778,1401.388148148148,23547.235198139602
484530015012,8902.514991672018,601.0,10515.6,1834.470713818581,1129.0,2.5,1.8785357737104824,16.638202573109748,125540.0,1764.0,2667.0,3063.0,35751.833610648915,2979.3194675540763,48118.542527040605
484530015013,6019.497390064218,449.0,10515.6,1240.390123949259,0.0,2.5,0.0,0.0,130597.0,1093.0,0.0,3040.0,33148.86414253897,2762.4053452115813,44904.85426648823
484530015014,11137.124183643771,592.0,10515.6,2294.938921211296,1113.0,2.5,1.8800675675675675,24.398325207152112,117431.0,1392.0,1793.0,2905.0,31907.189189189183,2658.932432432432,44742.12643560763
484530015031,5970.448539682798,699.0,3691.95,1084.6873928512346,917.0,1.5,1.311874105865522,219.35133444739728,61523.0,1488.0,1582.0,2321.0,21521.339055793997,1793.444921316166,26517.327783092627
484530015032,5074.477367740268,275.0,2398.78,977.596800299534,0.0,1.0,0.0,238.37334345046403,52813.0,669.0,1081.0,0.0,12405.949090909093,1033.829090909091,16020.69923465909
484530015033,10222.798384496926,628.0,3691.95,1857.2374342770745,1078.0,1.5,1.71656050955414,81.38353650675728,68000.0,1331.0,1188.0,2172.0,18862.62420382165,1571.8853503184712,24493.195174605484
484530015034,4989.060896193415,372.0,5488.619999999999,851.644223847715,730.0,1.7,1.9623655913978493,107.5221478111716,77750.0,902.0,2083.0,1417.0,19904.322580645163,1658.6935483870968,26352.10895230405
484530015041,2865.1393656423643,1212.0,5488.619999999999,489.0859105628021,1800.0,1.7,1.4851485148514851,150.34174902970196,91596.0,2527.0,1415.0,2491.0,20112.118811881188,1676.009900990099,26240.16647147369
484530015042,11094.674806747891,354.0,9040.395,2015.6364820293732,542.0,2.1,1.5310734463276836,43.94031275899104,83571.0,826.0,2014.0,2463.0,28079.627118644068,2339.968926553672,39179.59891343243
484530015043,6892.413336349351,586.0,10515.6,1420.2649953292348,1087.0,2.5,1.8549488054607508,0.0,111944.0,1522.0,1177.0,2419.0,24602.58020477816,2050.2150170648465,36538.445200107395
484530015044,6984.855753086412,732.0,10515.6,1439.313871559984,1132.0,2.5,1.546448087431694,0.0,143750.0,1958.0,1205.0,2192.0,23165.01639344262,1930.418032786885,35119.93026500261
484530015051,4141.879620778382,354.0,10515.6,853.4843099492394,608.0,2.5,1.7175141242937852,97.29640682348014,107027.0,709.0,1736.0,2743.0,30492.37288135593,2541.031073446328,41958.75359812865
484530015052,5318.657245637231,730.0,5488.619999999999,907.9070823386362,1134.0,1.7,1.5534246575342463,28.91805710537903,52273.0,1515.0,1150.0,1823.0,16532.564383561643,1377.713698630137,22958.009523005658
484530015053,3121.105318286784,737.0,5488.619999999999,532.779890172797,1269.0,1.7,1.7218453188602445,164.32263114154176,68024.0,1502.0,1442.0,2971.0,24324.53731343284,2027.044776119403,30510.25983474718
484530015054,3735.312321023053,550.0,5488.619999999999,637.6264448673425,821.0,1.7,1.492727272727273,42.42237468186225,77639.0,1055.0,1132.0,1998.0,17684.116363636364,1473.6763636363637,23852.785183185566
484530016021,2790.6585669494966,729.0,9040.395,506.9957717922534,1172.0,2.1,1.607681755829904,12.192726409314382,101625.0,1435.0,1423.0,3192.0,31169.76131687243,2597.4801097393693,40729.344815074
484530016022,9531.248542413843,414.0,10515.6,1964.028854041878,673.0,2.5,1.6256038647342994,50.99077702156205,116500.0,771.0,1856.0,4001.0,31038.52173913044,2586.54347826087,43569.14137019388
484530016023,8693.909169916426,538.0,2398.78,1674.879435000782,614.0,1.0,1.141263940520446,941.7181421677334,32073.0,1158.0,775.0,0.0,9300.0,775.0,14315.377577168516
484530016031,9661.464846542503,358.0,10515.6,1990.8614958974863,664.0,2.5,1.8547486033519556,49.656410907207736,160938.0,1014.0,2260.0,3198.0,36520.96089385475,3043.4134078212296,49077.07880065945
484530016032,7589.48655167692,427.0,10515.6,1563.9053486565826,812.0,2.5,1.901639344262295,0.0,118523.0,1003.0,1550.0,2939.0,31403.52224824356,2616.96018735363,43483.027596900145
484530016033,3398.2682995564146,207.0,10515.6,700.2542179447062,0.0,2.5,0.0,0.0,200375.0,537.0,0.0,4001.0,45460.63768115942,3788.386473429952,56676.49189910412
484530016034,5494.419011603959,317.0,10515.6,1132.1913836330932,722.0,2.5,2.277602523659306,28.03942445548954,208942.0,977.0,2583.0,4001.0,45703.83596214512,3808.652996845426,57379.66677023371
484530016035,12841.061410427114,538.0,10515.6,2646.055762198745,1202.0,2.5,2.234200743494424,0.0,150417.0,1705.0,1684.0,3719.0,37864.84014869889,3155.403345724907,51026.49591089763
484530016041,6156.42551903212,550.0,10515.6,1268.605818359723,1030.0,2.5,1.8727272727272728,0.0,183929.0,1337.0,2729.0,3860.0,44716.03636363636,3726.3363636363633,56500.24218199609
484530016042,4609.268741555336,272.0,10515.6,949.7954821095578,475.0,2.5,1.7463235294117647,0.0,169038.0,678.0,2091.0,3711.0,42102.0,3508.5,53567.395482109554
484530016043,7804.13066509036,369.0,10515.6,1608.135360099288,662.0,2.5,1.7940379403794038,0.0,180313.0,954.0,1792.0,4001.0,45713.20325203252,3809.433604336044,57836.93861213181
484530016044,5236.763630120302,464.0,10515.6,1079.0983810342004,868.0,2.5,1.8706896551724137,0.0,0.0,1038.0,0.0,4001.0,34560.362068965514,2880.030172413793,46155.06044999971
484530016051,9391.533593560736,656.0,10515.6,1935.2389017426176,1293.0,2.5,1.9710365853658536,0.0,180234.0,1694.0,1316.0,4001.0,38581.756097560974,3215.1463414634145,51032.59499930359
484530016052,3313.601688472754,428.0,10515.6,682.8076403633668,756.0,2.5,1.766355140186916,41.53503529154292,99583.0,730.0,1515.0,3246.0,29099.859813084116,2424.988317757009,40339.80248873903
484530016053,3638.159279523069,318.0,10515.6,749.6866511020488,604.0,2.5,1.89937106918239,62.89031287068528,139559.0,703.0,1618.0,4001.0,35602.41509433962,2966.867924528302,46930.59205831236
484530016054,5754.310446875996,496.0,9040.395,1045.420282043023,707.0,2.1,1.4254032258064515,0.0,71774.0,841.0,1214.0,4001.0,30683.15322580645,2556.9294354838707,40768.96850784947
484530016061,14727.217439856306,,0.0,0.0,,,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
484530017051,5624.305804649727,516.0,10515.6,1158.9561257511546,919.0,2.5,1.7810077519379846,0.0,134038.0,1064.0,1533.0,4001.0,33835.348837209305,2819.612403100776,45509.904962960456
484530017052,1394.9402715439987,483.0,10515.6,287.4442871556448,0.0,2.5,0.0,0.0,196836.0,1321.0,0.0,3479.0,39932.86956521739,3327.7391304347825,50735.913852373036
484530017053,2477.953509872381,401.0,10515.6,510.6122425311515,0.0,2.5,0.0,0.0,124453.0,840.0,0.0,4001.0,44420.07980049875,3701.673316708229,55446.292043029905
484530017054,2938.818629084048,854.0,10515.6,605.5790653902193,1285.0,2.5,1.5046838407494143,0.0,95927.0,1693.0,1535.0,3370.0,28836.95550351288,2403.07962529274,39958.1345689031
484530017061,5168.740316795027,501.0,10515.6,1065.081355927379,985.0,2.5,1.966067864271457,0.0,118661.0,1062.0,1637.0,2686.0,29895.305389221558,2491.2754491017963,41475.98674514894
484530017062,5446.0120837119575,750.0,5488.619999999999,929.646847493268,1188.0,1.7,1.584,0.0,63750.0,1485.0,1218.0,2361.0,20266.992,1688.9159999999997,26685.258847493264
484530017063,10050.735320643662,734.0,9040.395,1825.977699787024,1041.0,2.1,1.4182561307901906,19.678213246095435,91413.0,1347.0,1346.0,2525.0,23283.82561307902,1940.3188010899185,34169.876526112144
484530017071,6054.526764215455,941.0,9040.395,1099.9623909619686,1321.0,2.1,1.403825717321998,0.0,56188.0,1580.0,1149.0,2397.0,21936.471838469715,1828.039319872476,32076.829229431685
484530017072,9878.401148100666,1134.0,9040.395,1794.6687113463047,1864.0,2.1,1.6437389770723103,16.656135184152685,92321.0,2615.0,1535.0,2298.0,22053.33333333333,1837.7777777777776,32905.05317986378
484530017073,3004.789737809752,443.0,10515.6,619.1732089584872,963.0,2.5,2.1738148984198644,0.0,130391.0,1091.0,1361.0,2761.0,29074.21218961625,2422.851015801354,40208.98539857474
484530017121,8407.951228133035,726.0,9040.395,1527.5232063801511,1183.0,2.1,1.6294765840220389,74.989046154807,84688.0,1479.0,1375.0,2474.0,25564.47933884297,2130.3732782369143,36207.38659137793
484530017122,12336.298575935967,849.0,5488.619999999999,2105.8346739909903,1207.0,1.7,1.4216725559481744,39.26014819960329,53558.0,2249.0,1233.0,1865.0,17207.87279151944,1433.9893992932864,24841.58761371003
484530017123,15265.54561543633,345.0,5488.619999999999,2605.863912623236,598.0,1.7,1.7333333333333334,0.0,90575.0,829.0,1238.0,2046.0,20167.721739130437,1680.6434782608692,28262.20565175367
484530017131,10187.670774162703,879.0,5488.619999999999,1739.058943116473,1471.0,1.7,1.6734926052332195,136.51276104353528,64063.0,1896.0,1326.0,1895.0,19353.18771331058,1612.7656427758818,26717.379417470587
484530017132,17885.25678708416,248.0,9040.395,3249.322463113945,603.0,2.1,2.431451612903226,44.80089492132149,123571.0,713.0,1643.0,3013.0,29659.54838709677,2471.6290322580644,41994.06674513203
484530017133,11605.19371264494,885.0,5488.619999999999,1981.0333843687604,1509.0,1.7,1.705084745762712,61.51643786258744,90080.0,1881.0,1758.0,2003.0,23149.01694915254,1929.084745762712,30680.186771383887
484530017141,12276.914743340649,4237.0,9040.395,2230.42114117586,7494.0,2.1,1.7687042718904886,7.866855280024356,75627.0,9732.0,1238.0,2991.0,20694.644323814016,1724.553693651168,31973.327320269902
484530017142,12508.07393127832,1166.0,10515.6,2577.439671224659,0.0,2.5,0.0,53.36147758724812,159565.0,3553.0,0.0,2955.0,34061.06346483705,2838.4219554030874,47207.464613648954
484530017143,4522.390770721003,674.0,10515.6,931.8932271489472,1965.0,2.5,2.9154302670623147,0.0,176250.0,1745.0,0.0,2541.0,15246.0,1270.5,26693.493227148945
484530017161,6040.336862032042,1437.0,10515.6,1244.6843487893384,2458.0,2.5,1.7105080027835768,0.0,94949.0,3577.0,1493.0,3159.0,26722.49686847599,2226.8747390396657,38482.78121726533
484530017162,8123.647806437093,1662.0,10515.6,1673.975725312032,2977.0,2.5,1.7912154031287606,0.0,126522.0,3719.0,1695.0,2963.0,28616.332129963896,2384.694344163658,40805.90785527593
484530017181,9142.723323646016,1015.0,3691.95,1661.0136842436714,1476.0,1.5,1.4541871921182266,192.6570898055016,54676.0,1949.0,1186.0,2656.0,17707.862068965518,1475.6551724137933,23253.48284301469
484530017182,3957.260931304825,617.0,10515.6,815.4413996728033,1130.0,2.5,1.8314424635332252,0.0,116908.0,1650.0,1941.0,2956.0,34287.55915721232,2857.29659643436,45618.600556885125
484530017183,2871.510475349258,392.0,9040.395,521.684625593821,0.0,2.1,0.0,0.0,51694.0,825.0,0.0,2953.0,32904.857142857145,2742.0714285714284,42466.93676845096
484530017184,3827.544679387888,883.0,10515.6,788.7117996136584,1419.0,2.5,1.607021517553794,0.0,101305.0,1821.0,1682.0,3080.0,28296.516421291053,2358.043035107588,39600.82822090471
484530017191,9945.219415786434,640.0,10515.6,2049.332551287693,1336.0,2.5,2.0875,15.624312103810874,135714.0,1655.0,2215.0,3595.0,41406.375,3450.53125,53986.9318633915
484530017192,3977.7477383526384,338.0,10515.6,819.6629536476096,739.0,2.5,2.1863905325443787,0.0,197976.0,1058.0,0.0,3214.0,19284.0,1607.0,30619.26295364761
484530017193,14711.002314034917,649.0,10515.6,3031.379665326001,1340.0,2.5,2.0647149460708785,0.0,134975.0,1446.0,1448.0,3079.0,34897.312788906005,2908.1093990755007,48444.29245423201
484530017221,2213.023351172191,298.0,9040.395,402.0532985331447,406.0,2.1,1.3624161073825505,0.0,66990.0,532.0,1121.0,3131.0,22517.23489932886,1876.4362416107383,31959.683197862007
484530017222,7271.051457305079,991.0,2398.78,1400.7662512524053,1060.0,1.0,1.0696266397578205,30.27111931313509,65946.0,1460.0,1194.0,0.0,14328.0,1194.0,18157.817370565543
484530017223,6413.21266522227,1029.0,3691.95,1165.1270217647736,1790.0,1.5,1.73955296404276,0.0,80982.0,1852.0,1424.0,1933.0,17509.44606413994,1459.120505344995,22366.52308590471
484530017281,5823.3387593919015,548.0,9040.395,1057.9610718744982,1209.0,2.1,2.206204379562044,79.07194446697473,83155.0,1406.0,2154.0,1682.0,21600.0,1800.0,31777.428016341473
484530017282,8660.718863854527,502.0,9040.395,1573.4450271555263,917.0,2.1,1.8266932270916332,57.54505387503605,71750.0,1079.0,1382.0,1879.0,20480.79681274901,1706.7330677290836,31152.181893779572
484530017283,8853.713102851325,488.0,3691.95,1608.5074544658648,872.0,1.5,1.786885245901639,127.49894030067892,75761.0,1047.0,1697.0,1695.0,20345.60655737705,1695.4672131147545,25773.562952143595
484530017284,14979.054452142544,1065.0,9040.395,2721.33515816793,1989.0,2.1,1.8676056338028169,67.81130761800024,91705.0,2904.0,1917.0,1930.0,23116.788732394365,1926.399061032864,34946.330198180294
484530017285,16227.284161275596,471.0,9040.395,2948.108577263661,837.0,2.1,1.7770700636942676,28.30731704582862,92740.0,1041.0,1370.0,1724.0,18712.8152866242,1559.40127388535,30729.626180933694
484530017291,7956.174362380004,668.0,3691.95,1445.446178597881,996.0,1.5,1.4910179640718564,74.84700409011197,63984.0,1473.0,1276.0,1647.0,17478.017964071856,1456.501497005988,22690.261146759847
484530017292,2136.326256360828,407.0,9040.395,388.1192747730771,681.0,2.1,1.6732186732186731,21.83906032528301,60655.0,939.0,1606.0,1625.0,19441.73955773956,1620.1449631449632,28892.092892837918
484530017293,5590.830977603177,1171.0,5488.619999999999,954.3677673322252,1717.0,1.7,1.466268146883006,0.0,59886.0,2663.0,1394.0,1790.0,18777.325362937663,1564.7771135781384,25220.31313026989
484530017331,28747.092422868045,939.0,10515.6,5923.685521060039,0.0,2.5,0.0,0.0,134375.0,3026.0,0.0,3108.0,36064.71565495207,3005.3929712460063,52504.00117601211
484530017332,10986.8373473114,473.0,10515.6,2263.9705038391166,0.0,2.5,0.0,0.0,118417.0,1322.0,0.0,2182.0,23858.993657505285,1988.2494714587735,36638.5641613444
484530017371,15314.263846575155,480.0,10515.6,3155.68898861876,1085.0,2.5,2.2604166666666665,0.0,106538.0,1463.0,1469.0,2494.0,26109.875,2175.8229166666665,39781.16398861876
484530017372,17460.82858917742,2284.0,10515.6,3598.014574063216,4001.0,2.5,1.751751313485114,0.0,112010.0,5743.0,1368.0,2552.0,26213.54816112084,2184.46234676007,40327.16273518406
484530017373,16962.92712524769,1493.0,10515.6,3495.415965153157,2764.0,2.5,1.851306095110516,0.0,123696.0,3581.0,1574.0,2388.0,27066.164768921637,2255.5137307434698,41077.18073407479
484530017381,20340.252217494675,393.0,9040.395,3695.336288570207,747.0,2.1,1.900763358778626,0.0,85662.0,776.0,0.0,1495.0,13649.007633587787,1137.4173027989823,26384.738922157994
484530017382,15020.5630966814,421.0,10515.6,3095.168402603385,0.0,2.5,0.0,0.0,141319.0,1069.0,0.0,2524.0,30216.05700712589,2518.004750593824,43826.82540972928
484530017383,19325.89268166309,501.0,10515.6,3982.3335513702114,964.0,2.5,1.9241516966067864,0.0,145125.0,1284.0,0.0,2193.0,23847.233532934133,1987.2694610778444,38345.16708430435
484530017384,16797.676523784947,1157.0,9040.395,3051.735197689301,2308.0,2.1,1.9948141745894556,0.0,114088.0,2936.0,0.0,2040.0,22448.815903197923,1870.734658599827,34540.946100887224
484530017385,20615.56677311716,333.0,9040.395,3745.3543442602095,584.0,2.1,1.7537537537537538,0.0,96012.0,781.0,1103.0,1950.0,19279.45945945946,1606.6216216216214,32065.20880371967
484530017401,15707.598625268734,1034.0,9040.395,2853.6941718120192,1696.0,2.1,1.6402321083172149,0.0,93200.0,2514.0,1721.0,1979.0,21825.72533849129,1818.8104448742747,33719.81451030331
484530017402,14736.884608524337,987.0,10515.6,3036.713024639823,2231.0,2.5,2.260385005065856,15.759747433315932,111435.0,2503.0,1585.0,2333.0,24276.462006079026,2023.0385005065853,37844.53477815216
484530017411,16686.83474917126,737.0,10515.6,3438.5237971877464,1752.0,2.5,2.377204884667571,0.0,143047.0,1730.0,2122.0,3053.0,35180.75983717775,2931.7299864314787,49134.8836343655
484530017412,15938.360682309252,531.0,9040.395,2895.6181063969343,1015.0,2.1,1.911487758945386,0.0,74875.0,1030.0,1742.0,3017.0,30268.406779661014,2522.367231638418,42204.41988605795
484530017421,22234.74201025133,1068.0,9040.395,4039.519674530296,2224.0,2.1,2.0823970037453186,0.0,77568.0,2995.0,1542.0,1778.0,21068.1797752809,1755.681647940075,34148.09444981119
484530017422,11893.211068962217,1371.0,10515.6,2450.73975384303,2699.0,2.5,1.9686360320933625,0.0,112250.0,3550.0,2369.0,2204.0,27045.899343544857,2253.8249452954046,40012.23909738789
484530017451,5083.340087453139,412.0,9040.395,923.5210503512112,912.0,2.1,2.2135922330097086,0.0,115682.0,1083.0,0.0,2719.0,16314.0,1359.5,26277.91605035121
484530017452,8865.034655492907,557.0,9040.395,1610.5643092124064,912.0,2.1,1.637342908438061,87.76792915286539,86625.0,1180.0,1418.0,2144.0,22412.12208258528,1867.67684021544,33150.849320950554
484530017461,10545.742782363866,1412.0,5488.619999999999,1800.182662359657,2260.0,1.7,1.6005665722379605,79.47399546666153,84013.0,3131.0,1085.0,2010.0,20558.881019830027,1713.2400849858357,27927.157677656345
484530017462,7847.576205939158,614.0,5488.619999999999,1339.5993927619022,947.0,1.7,1.5423452768729642,21.71457056772847,49167.0,1475.0,1259.0,1418.0,16052.67752442997,1337.7231270358309,22902.611487759597
484530017471,5850.922467884489,1239.0,5488.619999999999,998.76598575025,2359.0,1.7,1.9039548022598871,18.83156261099616,64375.0,3429.0,1356.0,1805.0,18455.031476997578,1537.9192897497985,24961.249025358822
484530017472,3352.444595371933,363.0,5488.619999999999,572.2700393567837,692.0,1.7,1.90633608815427,48.97243830518008,70859.0,943.0,1153.0,1515.0,17138.87603305785,1428.2396694214876,23248.738510719813
484530017473,6465.326211303236,602.0,9040.395,1174.5948039682528,1187.0,2.1,1.971760797342193,44.294838300947774,76058.0,1718.0,1392.0,1975.0,21224.671096345515,1768.7225913621262,31483.955738614717
484530017481,13178.928188876394,886.0,10515.6,2715.677291712287,1691.0,2.5,1.9085778781038372,0.0,107679.0,2617.0,1701.0,2196.0,25440.216704288938,2120.018058690745,38671.49399600123
484530017482,17558.93318198707,1637.0,5488.619999999999,2997.3504698603574,2911.0,1.7,1.778252901649359,32.57848827998846,73638.0,3904.0,1414.0,1534.0,17713.94990836897,1476.162492364081,26232.498866509315
484530017491,6969.056901903597,501.0,5488.619999999999,1189.6341174549889,849.0,1.7,1.6946107784431137,93.14293842325046,79526.0,1169.0,0.0,1681.0,16508.02395209581,1375.6686626746507,23279.421007974048
484530017492,2890.489204032714,497.0,9040.395,525.1326056908713,1104.0,2.1,2.221327967806841,0.0,103281.0,1353.0,1647.0,1657.0,19854.30181086519,1654.5251509054324,29419.82941655606
484530017493,10922.921805387145,1111.0,5488.619999999999,1864.567993186023,1461.0,1.7,1.315031503150315,32.00179136774144,83363.0,2837.0,1239.0,0.0,14868.0,1239.0,22253.189784553764
484530017494,13804.26808282202,865.0,9040.395,2507.9046335388466,1264.0,2.1,1.461271676300578,0.0,98301.0,1891.0,1430.0,1919.0,18041.89595375723,1503.4913294797689,29590.195587296075
484530017501,9415.131105889315,799.0,3691.95,1710.5036488836763,0.0,1.5,0.0,30.592450899966224,72240.0,1252.0,1364.0,0.0,15712.46057571965,1309.371714643304,21145.506675503293
484530017502,11358.698185272564,803.0,5488.619999999999,1938.9560282372383,1305.0,1.7,1.6251556662515567,26.289142823071845,47375.0,1663.0,1382.0,3228.0,21549.57907845579,1795.7982565379823,29003.4442495161
484530017503,11789.41256861394,1030.0,3691.95,2141.853681059754,1462.0,1.5,1.4194174757281552,60.40726491915661,66364.0,1934.0,1366.0,1830.0,19332.76893203883,1611.0640776699026,25226.97987801774
484530017511,13273.588943441586,282.0,10515.6,2735.183283239429,535.0,2.5,1.897163120567376,27.57955800830288,116667.0,647.0,1250.0,3147.0,33485.65957446809,2790.471631205674,46764.02241571582
484530017512,11072.861755101289,690.0,10515.6,2281.6968718274616,1332.0,2.5,1.930434782608696,0.0,137574.0,1556.0,2167.0,2922.0,34486.260869565216,2873.855072463768,47283.55774139268
484530017521,3822.728573932996,790.0,2398.78,736.4477071172104,0.0,1.0,0.0,240.49574073713956,27212.0,1450.0,1053.0,0.0,12396.075949367088,1033.006329113924,15771.799397221439
484530017522,7866.296011922659,734.0,3691.95,1429.1174366309456,940.0,1.5,1.2806539509536785,151.37087112381104,61506.0,1325.0,1146.0,0.0,13752.0,1146.0,19024.438307754757
484530017523,4377.092744883603,647.0,2398.78,843.2458264993749,662.0,1.0,1.0231839258114377,401.83702226802615,42256.0,1155.0,1159.0,0.0,13908.0,1159.0,17551.8628487674
484530017531,7507.853372592997,830.0,3691.95,1363.997000644094,0.0,1.5,0.0,28.111212138583426,75223.0,1255.0,1400.0,0.0,16536.86746987952,1378.0722891566263,21620.925682662197
484530017541,3279.8799239038576,1040.0,5488.619999999999,559.8830822526231,1707.0,1.7,1.6413461538461538,0.0,50889.0,2152.0,1055.0,2226.0,17645.75769230769,1470.4798076923075,23694.26077456031
484530017542,4705.7310069271725,652.0,9040.395,854.9185314030412,1138.0,2.1,1.7453987730061349,0.0,80667.0,1354.0,1366.0,2611.0,25374.33128834356,2114.5276073619634,35269.6448197466
484530017543,4256.71720002256,618.0,10515.6,877.1479798409875,1062.0,2.5,1.7184466019417477,0.0,107361.0,1523.0,1183.0,1736.0,19028.038834951454,1585.6699029126214,30420.786814792442
484530017551,8018.800551646748,815.0,10515.6,1652.370682409314,1724.0,2.5,2.115337423312883,0.0,175625.0,2473.0,2464.0,3183.0,37338.49325153374,3111.5411042944784,49506.46393394306
484530017552,12512.28031036744,1320.0,10515.6,2578.306446428905,3173.0,2.5,2.403787878787879,0.0,184479.0,3766.0,1786.0,3143.0,36877.12727272727,3073.0939393939398,49971.03371915618
484530017561,8534.825842947022,908.0,10515.6,1758.7039247981893,1871.0,2.5,2.0605726872246697,107.68003642763442,134444.0,2609.0,2137.0,1854.0,22880.07488986784,1906.6729074889868,35262.058851093665
484530017562,4828.123320863779,838.0,9040.395,877.1542812008245,1453.0,2.1,1.733890214797136,55.68569468979532,93846.0,1973.0,1533.0,2377.0,23290.797136038185,1940.899761336516,33264.032111928806
484530017571,17824.203205151527,262.0,10515.6,3672.892301511376,0.0,2.5,0.0,42.40695397132721,143750.0,689.0,0.0,3342.0,39032.51908396946,3252.709923664122,53263.41833945217
484530017572,9481.537551953648,786.0,9040.395,1722.568108424913,1225.0,2.1,1.5585241730279895,0.0,109375.0,1561.0,1495.0,2877.0,27202.564885496184,2266.880407124682,37965.527993921096
484530017601,26317.081649522417,4020.0,10515.6,5422.952458309086,8047.0,2.5,2.0017412935323384,4.14575445540587,164355.0,11209.0,1626.0,3555.0,35865.313432835814,2988.776119402985,51808.0116456003
484530017602,34795.13603975818,2018.0,10515.6,7169.95793974861,4847.0,2.5,2.4018830525272548,0.0,172412.0,6898.0,2762.0,2726.0,32765.090188305257,2730.4241823587718,50450.64812805387
484530017611,11557.004360144729,1272.0,10515.6,2381.4603017228183,2381.0,2.5,1.8718553459119496,0.0,80573.0,2521.0,1473.0,4001.0,32343.16981132076,2695.2641509433965,45240.23011304358
484530017612,10286.186431853945,1845.0,10515.6,2119.592922198507,4000.0,2.5,2.168021680216802,0.0,204417.0,5491.0,1288.0,4001.0,41430.217886178856,3452.5181571815715,54065.41080837736
