geoid,county,rent_cost,housing_mortgage,medincome,commuter,pop_housing,totpop,HHsize,HH,HousingUnits,OwnerUnits,RentalUnits,vehicle,public_transit,drivealone
484530017062,453,1218,2361,63750,993,1485,1485,1.98,750,783,309,441,1188.0,0,731
484530017063,453,1346,2525,91413,889,1347,1347,1.84,734,734,370,364,1041.0,13,634
484530017071,453,1149,2397,56188,840,1568,1580,1.67,941,941,512,429,1321.0,0,602
484530017072,453,1535,2298,92321,1572,2615,2615,2.31,1134,1186,450,684,1864.0,17,1314
484530017073,453,1361,2761,130391,666,1091,1091,2.46,443,443,336,107,963.0,0,477
484530017121,453,1375,2474,84688,882,1470,1479,2.02,726,794,499,227,1183.0,49,655
484530017122,453,1233,1865,53558,932,2233,2249,2.63,849,1015,270,579,1207.0,30,663
484530017123,453,1238,2046,90575,412,829,829,2.4,345,369,189,156,598.0,0,319
484530017131,453,1326,1895,64063,1372,1891,1896,2.15,879,955,443,436,1471.0,108,869
484530017132,453,1643,3013,123571,472,713,713,2.88,248,248,150,98,603.0,10,342
484530017133,453,1758,2003,90080,1228,1881,1881,2.13,885,904,618,267,1509.0,49,923
484530017141,453,1238,2991,75627,6049,9406,9732,2.22,4237,4701,1176,3061,7494.0,30,4338
484530017142,453,0,2955,159565,1619,3553,3553,3.05,1166,1166,1120,46,,56,1097
484530017143,453,0,2541,176250,1098,1745,1745,2.59,674,674,674,0,1965.0,0,757
484530017161,453,1493,3159,94949,1989,3577,3577,2.49,1437,1546,633,804,2458.0,0,1690
484530017162,453,1695,2963,126522,2400,3719,3719,2.24,1662,1714,904,758,2977.0,0,1999
484530017181,453,1186,2656,54676,1297,1949,1949,1.92,1015,1141,200,815,1476.0,176,961
484530017182,453,1941,2956,116908,988,1650,1650,2.67,617,677,557,60,1130.0,0,730
484530017183,453,0,2953,51694,441,819,825,2.09,392,392,364,28,,0,309
484530017184,453,1682,3080,101305,904,1821,1821,2.06,883,911,427,456,1419.0,0,605
484530017191,453,2215,3595,135714,638,1655,1655,2.59,640,666,573,67,1336.0,9,455
484530017192,453,0,3214,197976,483,1058,1058,3.13,338,338,338,0,739.0,0,303
484530017193,453,1448,3079,134975,726,1446,1446,2.23,649,769,581,68,1340.0,0,647
484530017221,453,1121,3131,66990,381,532,532,1.79,298,372,112,186,406.0,0,295
484530017222,453,1194,0,65946,1057,1460,1460,1.47,991,1037,0,991,1060.0,27,881
484530017223,453,1424,1933,80982,1313,1852,1852,1.8,1029,1107,71,958,1790.0,0,1020
484530017281,453,2154,1682,83155,828,1391,1406,2.54,548,548,411,137,1209.0,39,761
484530017282,453,1382,1879,71750,607,1075,1079,2.14,502,531,328,174,917.0,26,441
484530017283,453,1697,1695,75761,709,1040,1047,2.13,488,516,374,114,872.0,56,572
484530017284,453,1917,1930,91705,1821,2904,2904,2.73,1065,1225,770,295,1989.0,65,1449
484530017285,453,1370,1724,92740,589,1041,1041,2.21,471,501,252,219,837.0,12,432
484530017291,453,1276,1647,63984,1182,1473,1473,2.21,668,711,325,343,996.0,45,1021
484530017292,453,1606,1625,60655,420,939,939,2.31,407,407,303,104,681.0,8,370
484530017293,453,1394,1790,59886,1634,2663,2663,2.27,1171,1218,505,666,1717.0,0,1403
484530017331,453,0,3108,134375,1309,3007,3026,3.2,939,939,908,31,,0,1002
484530017332,453,0,2182,118417,762,1305,1322,2.76,473,496,431,42,,0,524
484530017371,453,1469,2494,106538,790,1463,1463,3.05,480,480,331,149,1085.0,0,666
484530017372,453,1368,2552,112010,3178,5743,5743,2.51,2284,2344,1575,709,4001.0,0,2686
484530017373,453,1574,2388,123696,1842,3578,3581,2.4,1493,1568,1250,243,2764.0,0,1298
484530017381,453,0,1495,85662,493,776,776,1.97,393,431,299,94,747.0,0,418
484530017382,453,0,2524,141319,396,1069,1069,2.54,421,421,420,1,,0,375
484530017383,453,0,2193,145125,765,1284,1284,2.56,501,550,454,47,964.0,0,611
484530017384,453,0,2040,114088,1712,2936,2936,2.54,1157,1157,1061,96,2308.0,0,1381
484530017385,453,1103,1950,96012,420,781,781,2.35,333,333,198,135,584.0,0,351
484530017401,453,1721,1979,93200,1615,2514,2514,2.43,1034,1091,392,642,1696.0,0,1274
484530017402,453,1585,2333,111435,1533,2502,2503,2.53,987,1012,578,409,2231.0,14,1169
484530017411,453,2122,3053,143047,815,1730,1730,2.35,737,947,641,96,1752.0,0,571
484530017412,453,1742,3017,74875,534,1030,1030,1.94,531,722,325,206,1015.0,0,368
484530017421,453,1542,1778,77568,1379,2995,2995,2.8,1068,1198,967,101,2224.0,0,1056
484530017422,453,2369,2204,112250,1678,3550,3550,2.59,1371,1468,957,414,2699.0,0,1231
484530017451,453,0,2719,115682,516,1077,1083,2.61,412,436,412,0,912.0,0,415
484530017452,453,1418,2144,86625,669,1172,1180,2.1,557,648,345,212,912.0,44,547
484530017461,453,1085,2010,84013,1904,3015,3131,2.14,1412,1483,959,453,2260.0,101,1570
484530017462,453,1259,1418,49167,845,1475,1475,2.4,614,614,304,310,947.0,12,589
484530017471,453,1356,1805,64375,1864,3427,3429,2.77,1239,1317,502,737,2359.0,21,1709
484530017472,453,1153,1515,70859,463,943,943,2.6,363,363,276,87,692.0,16,355
484530017473,453,1392,1975,76058,828,1714,1718,2.85,602,611,389,213,1187.0,24,694
484530017481,453,1701,2196,107679,1175,2605,2617,2.94,886,886,750,136,1691.0,0,756
484530017482,453,1414,1534,73638,2821,3896,3904,2.38,1637,1745,848,789,2911.0,48,2399
484530017491,453,0,1681,79526,629,1052,1169,2.1,501,539,410,91,849.0,42,453
484530017492,453,1647,1657,103281,765,1353,1353,2.72,497,497,374,123,1104.0,0,519
484530017493,453,1239,0,83363,1694,2837,2837,2.55,1111,1261,0,1111,1461.0,32,1349
484530017494,453,1430,1919,98301,1031,1891,1891,2.19,865,910,130,735,1264.0,0,787
484530017501,453,1364,0,72240,1053,1252,1252,1.57,799,799,32,767,,22,732
484530017502,453,1382,3228,47375,865,1663,1663,2.07,803,830,180,623,1305.0,19,690
484530017503,453,1366,1830,66364,1271,1921,1934,1.87,1030,1098,544,486,1462.0,56,1076
484530017511,453,1250,3147,116667,309,647,647,2.29,282,309,229,53,535.0,7,265
484530017512,453,2167,2922,137574,673,1556,1556,2.26,690,723,646,44,1332.0,0,524
484530017521,453,1053,0,27212,741,1450,1450,1.84,790,1002,15,775,,171,519
484530017522,453,1146,0,61506,1002,1325,1325,1.81,734,734,0,734,940.0,100,825
484530017523,453,1159,0,42256,825,1155,1155,1.79,647,789,0,647,662.0,234,431
484530017531,453,1400,0,75223,1002,1255,1255,1.51,830,1058,13,817,,21,812
484530017541,453,1055,2226,50889,1474,2144,2152,2.06,1040,1155,369,671,1707.0,0,968
484530017542,453,1366,2611,80667,709,1354,1354,2.08,652,652,392,260,1138.0,0,560
484530017543,453,1183,1736,107361,750,1320,1523,2.14,618,618,450,168,1062.0,0,633
484530017551,453,2464,3183,175625,1127,2473,2473,3.03,815,815,734,81,1724.0,0,805
484530017552,453,1786,3143,184479,1858,3766,3766,2.85,1320,1332,1252,68,3173.0,0,1574
484530017561,453,2137,1854,134444,1479,2601,2609,2.86,908,908,739,169,1871.0,88,1031
484530017562,453,1533,2377,93846,1263,1973,1973,2.35,838,963,405,433,1453.0,42,1064
484530017571,453,0,3342,143750,316,689,689,2.63,262,270,255,7,,10,273
484530017572,453,1495,2877,109375,773,1561,1561,1.99,786,867,439,347,1225.0,0,569
484530017601,453,1626,3555,164355,5362,11194,11209,2.78,4020,4118,2840,1180,8047.0,15,3492
484530017602,453,2762,2726,172412,3192,6898,6898,3.42,2018,2018,1770,248,4847.0,0,2310
484530017611,453,1473,4001,80573,1571,2521,2521,1.98,1272,1437,615,657,2381.0,0,1091
484530017612,453,1288,4001,204417,2719,5491,5491,2.98,1845,1960,1472,373,4000.0,0,2143
484530017641,453,996,2191,90000,1373,2997,2997,2.51,1194,1709,990,204,2692.0,0,931
484530017642,453,1000,3528,153813,2286,4956,4956,2.88,1723,2116,1544,179,3894.0,0,1671
484530017651,453,1220,3239,117193,1683,3123,3123,2.28,1371,1565,866,505,2602.0,0,1069
484530017652,453,1347,2821,162329,6082,11726,11726,3.02,3877,4080,3395,482,8715.0,52,4532
484530017661,453,0,1418,48056,644,1252,1263,2.44,514,621,493,21,,17,538
484530017662,453,1555,1464,87000,692,1716,1716,2.6,660,880,603,57,1497.0,0,535
484530017663,453,0,2592,141083,4036,8229,8229,3.33,2474,2664,2348,126,5832.0,81,2816
484530017681,453,1403,3784,86193,1070,2224,2326,2.71,821,821,624,197,1782.0,0,830
484530017682,453,1487,3011,138056,4172,8904,8904,2.95,3014,3354,2628,386,6340.0,30,2714
484530017691,453,1649,2767,103411,1639,2464,2472,2.47,997,1101,539,458,2023.0,0,1198
484530017692,453,1668,2418,110761,2361,4516,4516,2.77,1630,1630,1359,271,3497.0,18,1776
484530017701,453,2616,2908,176597,3621,7884,7884,3.11,2539,2592,2351,188,5607.0,15,2726
484530017702,453,0,2640,172771,1104,2575,2575,3.48,739,739,709,30,,0,820
484530017703,453,0,2488,147232,1315,2548,2548,2.91,877,893,842,35,,0,879
484530017711,453,1700,2681,160250,1015,2296,2296,2.65,865,983,817,48,,10,721
484530017712,453,1425,2480,116006,1018,2124,2124,2.18,973,1125,933,40,1955.0,0,766
484530017721,453,1847,1760,82063,1099,1948,1972,2.72,716,775,562,154,1510.0,0,962
484530017722,453,1668,1560,76898,1632,2733,2754,3.06,893,925,732,161,1776.0,0,1451
484530017731,453,1594,3215,130081,2382,4359,4359,2.56,1706,1890,1010,696,3318.0,24,1772
484530017732,453,1962,3050,128250,600,1545,1545,2.37,652,686,604,48,1218.0,0,449
484530017733,453,3501,3291,173688,1039,2463,2519,2.38,1033,1048,965,68,2083.0,11,632
484530017741,453,0,2102,133309,439,818,842,2.25,363,363,347,16,,0,284
484530017742,453,1833,1652,110075,3234,5823,5828,3.11,1875,2033,1514,361,3876.0,23,2610
484530017743,453,0,2623,148266,906,1695,1695,2.75,617,651,598,19,,17,710
484530017751,453,0,2944,161845,3948,7692,7784,3.25,2364,2515,2324,40,5534.0,35,3200
484530017752,453,0,1875,81818,200,507,507,2.08,244,244,244,0,481.0,0,144
484530017761,453,1368,1696,77857,1061,1767,1791,2.61,676,697,454,222,1363.0,0,1009
484530017762,453,1816,1602,99219,846,1345,1345,2.63,512,512,450,62,1143.0,0,713
484530017771,453,1650,1762,100093,2465,4140,4140,2.7,1531,1571,827,704,2932.0,105,1760
484530017772,453,2000,1672,107574,1225,1670,1682,1.98,843,880,761,82,1442.0,0,1186
484530017781,453,1639,2568,125417,1085,2446,2522,2.39,1023,1082,920,103,1927.0,0,805
484530017782,453,1577,2183,83288,980,1817,1817,2.4,756,868,422,334,1472.0,0,685
484530017791,453,1205,1197,77524,930,2412,2412,3.34,723,761,506,217,1454.0,0,826
484530017792,453,1697,1967,66151,778,1549,1549,2.31,671,883,529,142,1166.0,0,481
484530017793,453,1175,1627,88846,1340,2585,2585,2.26,1144,1463,1003,141,2331.0,0,976
484530017801,453,1492,2571,97574,1434,3180,3180,2.52,1263,1806,1144,119,2967.0,0,1072
484530017802,453,1023,2173,77031,684,1437,1437,2.3,625,679,513,112,1370.0,0,582
484530017811,453,0,2823,155795,580,1357,1357,2.86,474,474,423,51,946.0,0,512
484530017812,453,1442,2902,117054,518,1259,1259,2.57,489,546,395,94,1042.0,16,442
484530017821,453,1383,2646,108942,659,1306,1417,2.65,493,557,340,153,921.0,0,583
484530017822,453,0,2869,211477,957,1906,1906,2.96,643,643,623,20,,14,747
484530017823,453,1889,2952,172396,975,1978,1978,2.88,687,687,651,36,1505.0,31,811
484530017831,453,2900,3060,189688,1401,3089,3089,3.18,972,1000,822,150,2272.0,0,1016
484530017832,453,1594,2104,99444,1207,2236,2236,2.6,860,909,728,132,1852.0,4,844
484530017841,453,1587,2828,97333,1695,2882,2887,2.33,1238,1361,588,650,2080.0,0,1105
484530017842,453,0,3255,215479,1279,3130,3130,3.63,862,888,815,47,1901.0,0,983
484530017851,453,1245,1757,69948,2511,3694,3694,2.15,1718,1960,441,1277,2715.0,38,2134
484530017852,453,1163,0,63893,1065,1822,1822,2.07,880,926,77,803,1182.0,0,721
484530017861,453,1600,0,109018,1196,1876,1876,2.2,853,963,0,853,1231.0,41,895
484530017862,453,1394,1378,52054,667,955,955,2.04,467,467,252,215,732.0,55,537
484530017863,453,1451,0,76788,876,1937,1937,2.32,835,954,7,828,,10,682
484530017864,453,1494,1651,66827,757,1055,1061,1.77,597,597,208,389,923.0,0,620
484530018041,453,1068,1679,34958,1095,2213,2213,2.81,788,838,118,670,1189.0,37,935
484530018042,453,913,1692,62578,1406,1913,1913,2.2,871,906,593,278,1530.0,44,792
484530018043,453,930,0,30350,1331,2631,2631,2.43,1082,1112,6,1076,,0,1041
484530018051,453,910,1179,42232,887,1642,1647,2.43,677,742,228,449,752.0,56,505
484530018052,453,934,1375,35440,1911,2975,2985,2.66,1119,1222,335,784,1720.0,105,1323
484530018061,453,1722,1866,0,576,1386,1386,4.25,326,375,226,100,876.0,0,335
484530018062,453,1005,0,42336,1495,2329,2329,2.51,929,967,42,887,,78,1086
484530018063,453,977,1768,40050,1164,2305,2305,2.91,791,984,170,621,1091.0,0,855
484530018064,453,676,0,28425,331,1154,1154,3.2,361,419,104,257,438.0,44,255
484530018111,453,903,1646,31412,948,1842,1842,2.67,690,766,183,507,707.0,23,533
484530018112,453,1169,1647,44940,804,1417,1417,2.27,624,713,256,368,897.0,0,512
484530018121,453,1023,0,41131,1329,1758,1760,1.67,1051,1097,0,1051,1238.0,0,946
484530018122,453,1124,0,35264,1580,3432,3445,2.92,1175,1238,40,1135,,54,875
484530018123,453,1050,1536,41410,1179,2672,2684,3.39,788,924,314,474,1267.0,49,751
484530018131,453,1069,1525,40333,2138,4048,4048,2.89,1402,1517,304,1098,2229.0,53,1295
484530018132,453,1196,1727,47802,1329,3418,3418,3.53,969,1041,486,483,1672.0,11,872
484530018171,453,1154,2096,38159,725,1154,1154,1.77,653,678,133,520,893.0,0,636
484530018172,453,994,1961,48194,691,1238,1238,1.49,832,844,397,435,982.0,15,521
484530018173,453,1304,2120,102285,1202,1713,1713,2.15,795,840,512,283,1206.0,100,741
484530018181,453,1208,1888,44583,925,2060,2060,3.28,629,652,347,282,1280.0,0,798
484530018182,453,1095,2309,55347,1348,3077,3077,3.46,889,1062,212,677,1320.0,176,815
484530018183,453,1183,2268,76912,857,1577,1577,2.56,616,698,401,215,1131.0,0,722
484530018191,453,1136,1647,45833,1770,3320,3327,2.84,1168,1265,224,944,1833.0,5,1309
484530018192,453,880,0,32054,280,945,945,3.39,279,313,9,270,,0,221
484530018201,453,1037,1535,30653,1094,2164,2164,2.39,906,1039,154,752,1260.0,39,763
484530018202,453,944,1420,32546,1161,2486,2486,2.41,1033,1137,57,976,1089.0,88,610
484530018203,453,936,1438,44845,1650,3009,3063,2.96,1017,1076,283,734,1465.0,120,1075
484530018211,453,1110,1818,53419,987,1862,1870,2.86,651,685,286,365,1046.0,10,599
484530018212,453,1450,1635,72550,718,1114,1114,2.43,459,459,400,59,1005.0,0,621
484530018213,453,1202,1603,49781,1362,2610,2610,2.84,919,983,199,720,1470.0,9,979
484530018221,453,983,919,38707,1378,2553,2553,2.14,1192,1287,201,991,1377.0,53,886
484530018222,453,1468,1736,61969,714,1461,1466,2.71,540,540,365,175,951.0,0,465
484530018223,453,1178,0,58472,705,1282,1282,3.78,339,365,92,247,,0,391
484530018224,453,983,0,29583,658,1499,1499,3.58,419,439,0,419,466.0,0,383
484530018231,453,1081,1405,44359,1988,4287,4287,3.21,1335,1457,219,1116,2030.0,164,1633
484530018232,453,1619,1152,64861,664,1311,1319,3.75,350,424,161,189,682.0,14,520
484530018233,453,1084,0,31820,1036,1648,1648,2.55,647,707,121,526,834.0,93,710
484530018241,453,1385,1711,65313,435,728,728,2.48,293,293,211,82,543.0,31,290
484530018242,453,1082,1664,75526,929,1358,1358,2.27,598,615,348,250,1011.0,48,757
484530018261,453,1288,2357,62532,575,974,974,2.29,425,495,73,352,704.0,0,385
484530018262,453,1325,1943,69792,1155,1807,1814,1.96,920,942,240,680,1395.0,34,941
484530018281,453,1793,1740,103359,1004,1904,1904,2.64,721,811,506,215,1412.0,9,819
484530018282,453,1246,1672,105132,562,954,965,2.26,422,422,353,69,863.0,3,419
484530018283,453,1446,1906,114167,755,1391,1404,2.6,534,559,441,93,1098.0,32,593
484530018291,453,1048,1902,41694,751,1042,1042,1.56,666,749,112,554,896.0,13,644
484530018292,453,1194,1598,54728,898,1417,1417,1.89,749,817,267,482,1075.0,33,745
484530018321,453,1059,1801,41023,1220,2137,2137,2.48,863,892,276,587,1427.0,0,971
484530018322,453,0,1466,95298,550,874,874,2.28,383,391,373,10,,8,467
484530018331,453,1244,1742,76586,2946,4572,4588,4.6,993,1037,365,628,2490.0,0,2377
484530018332,453,1096,1563,24276,313,995,1179,1.77,563,563,243,320,836.0,0,241
484530018333,453,0,1394,77607,878,1637,1637,3.0,545,593,499,46,1162.0,0,595
484530018334,453,974,2063,56023,800,2241,2241,3.97,565,565,207,358,987.0,0,561
484530018341,453,1161,2344,56845,1906,3190,3190,2.4,1327,1405,159,1168,2081.0,36,1416
484530018342,453,1511,1805,82583,4909,8494,8501,2.71,3136,3317,1757,1379,5829.0,1,4124
484530018351,453,1497,1342,73153,1437,2353,2366,3.1,758,856,305,453,1699.0,0,1180
484530018352,453,1504,1521,70098,763,1353,1353,2.74,494,494,373,121,917.0,8,618
484530018353,453,1177,1390,49623,1500,3052,3052,2.58,1183,1229,439,744,1836.0,17,1151
484530018391,453,1212,1735,73281,3360,4955,4955,2.26,2190,2406,990,1200,3831.0,34,2421
484530018392,453,1305,1811,67069,3121,5217,5217,3.24,1609,1609,563,1046,2893.0,119,2091
484530018401,453,1299,1700,65694,3987,7229,7229,2.86,2530,2831,1199,1331,4873.0,29,3506
484530018402,453,1495,1322,73179,778,1143,1143,2.86,399,479,309,90,818.0,18,665
484530018403,453,1563,1594,73412,1289,2508,2508,2.43,1032,1032,748,284,1990.0,43,993
484530018411,453,1723,1634,80960,3523,7010,7010,3.21,2185,2218,1757,428,4738.0,96,2788
484530018412,453,0,1681,76875,1352,2393,2393,3.94,608,608,507,101,,0,1034
484530018413,453,0,1530,134132,1915,3242,3410,3.18,1021,1021,958,63,,0,1533
484530018414,453,1145,1864,76361,2049,4022,4022,2.55,1579,1649,1063,516,3037.0,0,1313
484530018421,453,1289,1641,54283,5029,10416,10423,3.53,2954,2954,1714,1240,6261.0,52,3858
484530018422,453,0,1273,58992,1513,3205,3205,3.41,939,939,889,50,,0,1164
484530018431,453,1548,1520,63636,691,1139,1148,2.45,464,464,352,112,891.0,18,530
484530018432,453,1859,1786,85481,957,1376,1376,2.52,545,567,413,132,1065.0,6,721
484530018441,453,1210,1568,51171,900,1481,1691,2.48,597,652,198,399,980.0,36,632
484530018442,453,1224,1436,60458,1092,1845,1845,2.27,813,857,227,586,1184.0,29,765
484530018443,453,1436,2047,91516,377,615,621,2.2,279,279,171,108,532.0,0,291
484530018451,453,1173,1563,59028,1426,2107,2121,1.96,1073,1106,592,481,1664.0,36,1159
484530018452,453,1392,1905,81827,520,1077,1077,2.43,443,479,333,110,892.0,35,408
484530018461,453,2014,2567,148333,625,1009,1014,2.29,440,481,394,46,940.0,19,443
484530018462,453,0,1737,113393,745,1512,1512,2.53,598,598,572,26,1118.0,30,583
484530018471,453,1205,1754,79880,929,1239,1239,1.64,757,757,351,406,984.0,66,748
484530018472,453,1203,1934,79766,3490,5693,5693,2.45,2321,2490,1477,844,3956.0,39,2671
484530018481,453,1673,1440,65302,527,1001,1001,2.34,428,528,155,273,567.0,0,255
484530018482,453,1777,1984,86119,755,1183,1183,2.55,464,464,350,114,880.0,17,453
484530018483,453,1260,2239,70341,1683,3042,3042,2.37,1285,1371,466,819,2061.0,21,1410
484530018491,453,1537,0,93562,3460,3934,3934,1.53,2575,3009,0,2575,3187.0,28,2498
484530018492,453,1220,0,64006,1017,1269,1269,1.65,771,887,0,771,913.0,0,731
484530018493,453,1241,0,49674,872,1194,1194,1.81,658,760,48,610,,12,672
484530018494,453,1324,0,57443,1407,1958,1958,2.11,927,987,0,927,1245.0,0,1229
484530018501,453,1022,0,62857,579,819,878,1.54,532,626,122,410,695.0,0,491
484530018502,453,1590,1372,66583,628,887,887,1.76,505,505,250,255,833.0,34,389
484530018503,453,1176,0,52024,1300,2017,2017,2.25,896,1086,0,896,1159.0,0,1095
484530018511,453,1535,1696,110268,1178,2379,2379,2.87,830,1011,463,367,1329.0,15,847
484530018512,453,1158,1548,49410,1070,2426,2426,2.05,1182,1300,283,899,1553.0,0,972
484530018513,453,1173,1950,67797,1492,2686,2686,1.92,1402,1424,339,1063,1966.0,0,1399
484530018514,453,1141,2004,90119,1334,2002,2002,2.28,878,878,333,545,1360.0,26,999
484530018531,453,1645,1629,95375,1092,1784,1784,2.39,747,765,562,185,1450.0,6,885
484530018532,453,1396,1491,73333,826,1502,1509,2.69,558,558,318,240,1040.0,31,670
484530018541,453,0,1565,78542,1289,2768,2768,3.68,752,875,703,49,1534.0,0,1003
484530018542,453,1612,1689,73413,1664,3633,3638,3.42,1063,1155,886,177,2185.0,0,1349
484530018543,453,1730,1389,78859,1304,2698,2698,3.74,722,751,603,119,1514.0,0,1024
484530018551,453,1576,1788,118524,1837,3100,3100,3.15,983,1042,736,247,2057.0,0,1644
484530018552,453,1405,1694,92500,2475,4787,4787,2.5,1914,1914,1079,835,3241.0,23,2047
484530018553,453,1372,1705,85589,2717,4792,4792,3.43,1399,1566,718,681,3147.0,0,1902
484530018554,453,1471,1799,84070,2596,5502,5502,3.35,1640,1640,1107,533,3506.0,0,2128
484530018555,453,1464,1822,84083,921,1979,1979,2.63,752,752,647,105,1722.0,0,849
484530018561,453,0,1961,94803,1032,2241,2255,2.89,775,975,720,55,,0,853
484530018562,453,0,1805,93710,3555,6959,6959,3.48,2000,2039,1858,142,4482.0,0,2851
484530018571,453,1173,1849,78289,1906,3263,3263,2.38,1370,1514,530,840,2164.0,0,1566
484530018572,453,1697,1633,74313,1714,2994,2994,2.58,1162,1175,845,317,2076.0,0,1372
484530018581,453,1425,2289,121151,3882,7599,7599,3.55,2141,2141,1932,209,4717.0,0,3028
484530018582,453,0,2051,116992,3675,6570,6570,2.71,2428,2467,2355,73,,0,2976
484530018583,453,0,1652,140288,1505,2723,2728,3.8,716,764,684,32,,47,1390
484530018584,453,2016,2379,117273,1598,3067,3067,2.97,1034,1034,916,118,2261.0,0,1546
484530018585,453,0,1756,113363,2187,4051,4051,3.02,1343,1400,1343,0,2732.0,24,1787
484530018591,453,0,2115,70625,270,762,762,2.77,275,321,275,0,580.0,6,200
484530018592,453,1844,1982,92109,1654,2929,2929,2.98,984,1021,841,143,2018.0,29,1368
484530018601,453,1121,1405,63291,1042,1998,1998,2.79,715,747,412,303,1320.0,10,741
484530018602,453,1415,1361,61089,1210,2384,2389,2.75,867,976,357,510,1473.0,0,907
484530018611,453,1692,1621,84009,1185,2261,2266,2.85,793,793,665,128,1448.0,0,762
484530018612,453,1678,1477,83646,1482,2305,2305,2.79,825,825,707,118,1716.0,8,1194
484530018621,453,1202,1862,84286,1970,3676,3681,3.29,1116,1185,766,350,2380.0,15,1604
484530018622,453,1371,1833,66500,1558,2718,2754,2.42,1122,1146,587,535,1984.0,0,1242
484530018631,453,965,0,38902,1337,2255,2255,1.94,1164,1228,0,1164,1371.0,39,978
484530018632,453,1102,0,40333,772,1299,1299,1.81,718,890,0,718,852.0,0,554
484530018641,453,1633,1381,57736,697,1239,1239,1.65,749,823,220,529,960.0,27,527
484530018642,453,1175,0,51357,937,1404,1404,1.69,832,1041,0,832,999.0,14,749
484530019011,453,1438,2379,101406,1286,1961,1961,1.94,1012,1055,401,611,1456.0,16,826
484530019012,453,1269,3373,70697,1364,2379,2379,2.06,1156,1299,460,696,1580.0,119,979
484530019013,453,1635,2676,107665,1125,1850,1850,2.29,807,845,375,432,1487.0,18,887
484530019081,453,1552,4001,160959,1384,3086,3225,2.06,1501,1807,1140,361,3060.0,0,1031
484530019082,453,1384,2690,71250,2839,6060,6060,2.88,2102,2372,906,1196,3733.0,0,2244
484530019101,453,1383,4001,70313,414,902,980,1.71,529,676,231,298,679.0,0,335
484530019102,453,1559,3629,194750,425,1060,1060,3.09,343,343,253,90,666.0,14,356
484530019103,453,2097,3819,136140,727,1596,1596,2.67,597,695,340,257,1225.0,8,476
484530019104,453,2384,3848,166875,643,1113,1113,3.17,351,351,278,73,780.0,0,553
484530019111,453,1343,2347,64386,1434,1615,1615,1.51,1072,1170,173,899,1428.0,34,1234
484530019112,453,1808,0,96159,1024,1334,1334,2.06,647,824,16,631,,0,744
484530019121,453,1877,4001,154931,1655,3145,3325,2.71,1159,1272,698,461,2406.0,0,1139
484530019122,453,1750,4001,158882,309,804,804,2.11,381,497,354,27,797.0,14,231
484530019131,453,0,4001,206071,1159,2374,2374,2.94,808,808,784,24,,9,1048
484530019132,453,1875,4001,250001,1043,2566,2566,3.01,853,988,785,68,2098.0,0,916
484530019141,453,1669,3020,141495,1764,2969,2969,2.45,1213,1385,587,626,2364.0,0,1408
484530019142,453,0,2375,154938,682,1149,1149,2.4,479,479,460,19,,0,585
484530019143,453,1688,2665,98087,1536,2450,2450,2.11,1163,1329,649,514,2124.0,0,1207
484530019151,453,1573,2085,67878,1212,2012,2138,1.84,1093,1277,244,849,1491.0,24,934
484530019161,453,2292,3867,214773,937,2218,2218,3.33,666,677,633,33,1555.0,0,695
484530019162,453,0,4001,216000,337,740,740,2.96,250,269,250,0,611.0,0,206
484530019171,453,0,3185,148125,648,1190,1190,2.82,422,473,367,55,946.0,10,486
484530019172,453,0,4001,215357,773,1596,1596,3.18,502,502,473,29,,0,584
484530019173,453,0,3542,183472,479,1141,1141,2.79,409,418,388,21,,0,418
484530019174,453,0,3968,231528,577,1220,1220,2.87,425,425,396,29,,0,382
484530019181,453,0,4001,250001,282,641,641,2.23,288,313,269,19,,0,182
484530019182,453,0,4001,183125,285,702,707,3.03,232,284,205,27,,0,193
484530019183,453,1297,4001,153750,467,1182,1182,2.44,484,509,346,138,804.0,0,270
484530019191,453,3501,4001,200625,641,1508,1508,2.96,510,520,472,38,1230.0,0,482
484530019192,453,1950,3939,192500,813,1683,1683,2.72,618,618,540,78,1350.0,0,650
484530019193,453,3043,2842,147813,308,754,754,3.61,209,209,134,75,491.0,0,176
484530020021,453,1632,1498,71739,1257,2005,2005,2.3,872,926,486,386,1481.0,0,983
484530020022,453,1108,1657,81875,1003,1395,1395,2.58,540,576,288,252,916.0,121,683
484530020031,453,1760,1575,65729,991,1734,1734,2.66,653,735,471,182,1311.0,42,741
484530020032,453,927,1293,37740,1201,2441,2441,2.76,885,962,159,726,1198.0,51,861
484530020041,453,1331,2236,57955,1875,2346,2346,1.52,1546,1708,94,1452,1855.0,88,1435
484530020042,453,1086,0,35682,310,386,386,1.21,318,318,25,293,308.0,19,234
484530020051,453,1649,2050,90231,1749,2112,2203,1.89,1120,1207,441,679,1553.0,52,1216
484530020052,453,1235,2927,70187,1051,1423,1423,1.62,876,953,96,780,1049.0,68,788
484530020053,453,1274,1475,71322,1408,1934,1934,2.54,760,827,161,599,1463.0,0,1224
484530021041,453,1168,1945,63789,1065,2092,2092,2.84,737,756,373,364,1283.0,29,733
484530021042,453,1833,1943,106658,706,1212,1212,2.52,481,541,445,36,936.0,10,585
484530021051,453,1127,1914,53966,1167,1712,1740,2.58,664,781,148,516,1053.0,10,736
484530021052,453,1042,0,29389,1445,2831,2831,2.46,1153,1367,19,1134,,166,882
