geoid,hbw_vmthh_bgs_day,hbnw_vmthh_bgs_day,tot_vmthh_bgs_day,hbw_vmthh_bgs_year,hbnw_vmthh_bgs_year,tot_vmthh_bgs_year
480539604003,34.31382957573171,56.83925368121063,91.15308325694234,11097.092484791634,18381.81464050352,29478.90712529515
480539605001,19.506369037963545,40.87076675872172,60.37713579668526,6308.35974687741,13217.605969770604,19525.965716648014
480539605002,21.068586238728045,41.34880688917936,62.41739312790741,6813.58078960465,13372.204147960605,20185.784937565255
480539605003,37.86763752973542,80.05478742259785,117.92242495233324,12246.393977116431,25889.71825246815,38136.11222958457
480539605004,19.68086917379744,37.23529324091961,56.91616241471705,6364.793090806093,12041.8938341134,18406.686924919493
480539606001,24.225519850874292,46.18803939318346,70.41355924405777,7834.533119772746,14937.21193975553,22771.745059528283
480539606002,13.939201403386807,21.3803370371063,35.31953844049311,4507.937733855293,6914.400997800178,11422.338731655473
480539607001,11.008230870412401,21.4179862907032,32.4262171611156,3560.0618634913703,6926.5767664134155,10486.638629904786
480539607002,11.200489174990322,16.488674349160547,27.68916352415087,3622.23819919187,5332.437284518521,8954.675483710393
480539607003,11.164862092049933,23.09471868152436,34.25958077357429,3610.7164005689483,7468.832021604978,11079.548422173926
480539607004,11.970940506205102,19.077542210773135,31.048482716978235,3871.40215970673,6169.677150964031,10041.07931067076
480539607005,7.959367622745995,14.222832975114763,22.182200597860756,2574.0594891960545,4599.664184152114,7173.723673348169
480539608001,39.42366622728955,59.216484923801616,98.64015115109117,12749.613657905442,19150.611224357443,31900.224882262886
480539608002,22.60940495689718,35.90899428996467,58.51839924686184,7311.881563060548,11612.968753374573,18924.85031643512
480539608003,34.12453568841256,52.91764582410604,87.0421815125186,11035.874841632622,17113.56665951589,28149.441501148514
480559601011,40.09489347284336,62.63919426602463,102.73408773886798,12966.688549117544,20257.515425632366,33224.20397474991
480559601012,41.093222638634046,68.95936580062748,110.05258843926154,13289.548201334252,22301.458899922927,35591.00710125718
480559601013,20.81420104803815,33.089768268686555,53.903969309379924,6731.312618935537,10701.231058093232,17432.543674653465
480559601021,39.91794034808402,46.18186892718649,84.89893991409369,12909.46190857037,14935.216411052113,27456.317168217895
480559601022,31.85500413640629,31.278050098150114,61.805203008036386,10301.908337713794,10115.321401741747,19987.802652798964
480559602001,21.338562430527546,16.475018806415566,37.813581236943115,6900.89109003261,5328.021081994793,12228.9121720274
480559602002,27.54722261695257,22.434126681628268,49.52502540973895,8908.771794322462,7255.196568838582,16016.393217509578
480559602003,13.826437105183896,16.609546100003282,29.87674848793385,4471.469759816472,5371.52720874106,9662.140460997807
480559602004,40.1846727180485,23.57333792555654,63.758008903933856,12995.723157016884,7623.617485124984,20619.34007953221
480559603001,28.867468449501555,20.159138312682867,49.02660597519618,9335.739296568803,6519.465330321639,15855.204372378445
480559603002,27.28231517053606,18.408605397978718,45.69092056851478,8823.100726151362,5953.3429857063165,14776.443711857679
480559603003,24.953964612515318,14.600513810184513,39.55447561608707,8070.112155687454,4721.80616621367,12791.917414242558
480559604001,27.758590077113944,21.15718888690735,47.27964239252279,8977.12803093865,6842.234886025836,15290.23634974187
480559604002,23.0582653533643,17.53278433358266,40.59104968694696,7457.043015278014,5670.102453480633,13127.145468758647
480559605001,29.651968550156738,29.752155102860616,59.404117598997914,9589.44662912069,9621.846960265122,19211.291631515927
480559605002,32.32480281069968,50.04091628194272,80.56395750193782,10453.841228980278,16183.232325580277,26054.38385612669
480559605003,29.617315998193217,36.31773070332068,65.93504670151388,9578.239993815685,11745.154109453906,21323.39410326959
480559605004,22.605672411290445,36.06139092563109,58.66706333692153,7310.6744578113285,11662.253825349095,18972.92828316042
480559606001,34.59079677997513,32.40794574313496,64.81390397544737,11186.663678643956,10480.729653329845,20960.81654565968
480559606002,36.07047997520238,52.023550854089365,87.16808827037066,11665.193223980452,16824.416346212503,28190.159746637866
480559607001,18.36817899692494,13.204351478265426,31.30788498070615,5940.269087605526,4270.287268071039,10124.970002760367
480559607002,28.062631185613046,16.05849916418428,43.964372485467194,9075.454925427259,5193.318629697196,14218.078061800092
480559607003,11.808595459567337,9.364009452296546,21.172604911863885,3818.8997716240765,3028.3206568727032,6847.22042849678
480559607004,13.321922753432098,8.316126040475188,21.638048793907284,4308.309818459939,2689.435161489676,6997.744979949615
480559607005,13.864715047634062,10.120498596935978,23.985196648112602,4483.848846404856,3272.9692462490952,7756.812595999616
482090101001,7.72637878194013,14.919665000174342,22.645799402857257,2498.710898079438,4825.019661056383,7323.651526884036
482090101002,8.925370310865494,10.127097467860908,19.052467778726406,2886.4647585339007,3275.1033211062177,6161.568079640119
482090102001,7.048555019591891,9.539912861634676,16.588467881226567,2279.5026933360177,3085.207819452654,5364.710512788672
482090102002,11.789191548378547,15.060382420104636,24.484181910729948,3812.624546745622,4870.527674661839,7918.184429930065
482090102003,1.454711890255697,2.1809015984613005,3.635609926757467,470.45382530869244,705.3035769423847,1175.756250313365
482090103021,1.9462684623351636,2.979723348819475,4.925991811140572,629.4232207191919,963.6425310082182,1593.065751722861
482090103022,8.731891823254333,12.888113231065873,21.616662903039273,2823.893815640451,4168.015818926704,6990.8287828429
482090103031,8.610564817868816,10.935568129327397,19.546132947196213,2784.656662098775,3536.56273302448,6321.219395123255
482090103032,11.074994451846171,21.968999020090543,33.043993471936716,3581.653205727052,7104.774283097281,10686.427488824333
482090103033,9.738668232619741,13.545339367449252,23.284007600068996,3149.4853064292247,4380.562751433088,7530.048057862313
482090103041,6.668645327548206,7.804156822417011,14.472802149965217,2156.6398989290897,2523.8643163696615,4680.504215298752
482090103042,6.685339025168525,9.815566686089323,16.500905711257847,2162.038640739501,3174.3542662812874,5336.392907020787
482090103043,11.62316866526135,16.712662233047965,28.335879508090105,3758.9327463455206,5404.874966167712,9163.823432916339
482090103044,9.282749383079599,12.45671940410593,21.73946878718553,3002.041150487942,4028.503055287858,7030.544205775802
482090104001,27.279756815830567,39.97850943619314,63.01875048332778,8822.273354239604,12929.049951664863,20380.263906308202
482090104002,8.859864978444978,13.246823749416945,22.10630371914615,2865.280334029106,4284.02280056144,7149.178622771866
482090104003,12.44955795511865,17.600867126818653,29.862773400502714,4026.187042685371,5692.120428813152,9657.620917722577
482090105001,6.020719271908011,12.054366414826742,18.075085686734756,1947.100612535051,3898.3820985549687,5845.48271109002
482090105002,14.274256386621992,19.25638213169462,30.390395477893932,4616.294515433552,6227.5139813900405,9828.253897550898
482090106001,6.66566939920265,7.7256235924872305,14.391292991689882,2155.677483702137,2498.46666981037,4654.144153512508
482090106002,6.728760628638053,7.565967879647716,14.294728508285768,2176.0811873015464,2446.8340122780714,4622.915199579618
482090106003,5.493486792303503,6.834558842767606,12.328045635071108,1776.5936286309527,2210.296329751044,3986.889958381996
482090106004,13.998094384474832,16.722394734614994,30.720489119089827,4526.983723939161,5408.022457174488,9935.00618111365
482090106005,28.433614305270467,32.917729077623676,61.351343382894136,9195.430866324468,10645.593583703496,19841.024450027962
482090106006,8.03927727612067,9.452598520374364,17.491875796495037,2599.9022710974245,3056.9703614890695,5656.872632586495
482090107011,17.596014557576755,35.260507901767184,52.856522459343935,5690.5511079203225,11403.248255431507,17093.799363351827
482090107012,9.50175678369182,11.921377666023444,21.423134449715267,3072.8681438459344,3855.373537191982,6928.241681037916
482090107013,7.054129229284214,8.575557116253233,15.62968634553745,2281.305392750515,2773.3351713962957,5054.640564146811
482090107014,8.505729531222274,10.189841452808437,18.695570984030713,2750.7529303972833,3295.394725838248,6046.147656235533
482090107021,18.274465130357022,29.182772105157916,47.45723817070439,5909.962023157461,9437.708498808071,15347.670824405799
482090107022,35.389199099313494,52.773544617202695,88.16274371651619,11444.866988717984,17066.96432920335,28511.831317921336
482090108031,20.35763880693074,15.103748223892582,35.46138703082332,6583.660390161401,4884.552175606861,11468.212565768263
482090108032,45.92079591464781,37.64322982687713,83.56402574152494,14850.785398797101,12173.820526012065,27024.605924809166
482090108033,38.857953196142134,35.15392421116959,74.01187740731172,12566.662063632366,11368.779089892243,23935.441153524607
482090108041,32.23709930303949,36.38983664224517,68.62693594528466,10425.477914602972,11768.473170102086,22193.95108470506
482090108042,55.50829237266764,53.81711888188941,109.32541125455704,17951.38175332071,17404.456246403035,35355.83799972375
482090108043,30.136302227022025,18.698948201851962,48.835250428873984,9746.080140218923,6047.239848478924,15793.319988697845
482090108044,20.76191202962219,16.09721828454842,36.859130314170606,6714.402350379816,5205.8403932229585,11920.242743602774
482090108051,5.144514655357881,4.247478028500671,9.391992683858554,1663.7360395427386,1373.6343944171172,3037.3704339598567
482090108052,46.001965774041636,58.8759793911335,104.87794516517512,14877.035731325064,19040.491735092575,33917.52746641763
482090108053,51.005515909220286,62.426944785404636,113.43246069462494,16495.183845041836,20188.873943599858,36684.0577886417
482090108054,26.77915874868009,22.109839467383015,48.88899821606311,8660.37993932314,7150.322083751667,15810.70202307481
482090108061,39.546727383909094,39.69567640615331,79.2424037900624,12789.411635956201,12837.581749749981,25626.99338570618
482090108062,41.22821088391865,35.829845696187924,77.05805658010657,13333.20339985929,11587.372098147174,24920.575498006463
482090108071,26.72409092044216,22.337780787503466,48.651277573173886,8642.571003670995,7224.038306678621,15733.823167164435
482090108072,18.492877515575266,20.008870878269626,38.50174839384489,5980.596588537041,6470.868842032397,12451.465430569437
482090108081,65.04424206064552,59.34985792605896,124.39409998670448,21035.307882412762,19193.744053287468,40229.05193570023
482090108082,46.10934680580047,30.206819168759345,76.31616597455981,14911.762756995873,9768.885319176772,24680.64807617264
482090108083,40.80460119139042,39.70175368302631,80.50635487441673,13196.208025295662,12839.54714109071,26035.75516638637
482090108091,36.766114999051275,28.88308351989267,65.64919851894395,11890.161590693182,9340.789210333289,21230.95080102647
482090108092,40.16579911827911,38.53630418339688,78.70210330167599,12989.619434851464,12462.64077291055,25452.260207762014
482090109011,28.753329305428558,40.65430860691023,69.40763791233879,9298.826697375596,13147.603403474766,22446.430100850364
482090109012,27.031343878121362,37.480166708793035,64.5115105869144,8741.936610184448,12121.085913623667,20863.02252380812
482090109013,38.38206429915414,49.906722928148035,88.28878722730218,12412.759594346448,16139.834194963074,28552.59378930952
482090109014,14.92618095079231,20.860578210944908,35.786759161737216,4827.1269194862325,6746.3109934195845,11573.437912905816
482090109021,38.5999549232159,61.71797902866913,100.31793395188502,12483.225422168021,19959.594417871594,32442.819840039618
482090109022,12.630694444115994,15.953051011700841,28.583745455816835,4084.7665832271127,5159.2166971840525,9243.983280411165
482090109023,28.827996525083684,48.10655692071238,76.93455344579607,9322.974076212064,15557.660508158384,24880.634584370448
482090109024,29.272123456266574,33.47715607362935,62.749279529895915,9466.604725756608,10826.512274211733,20293.11699996834
482090109025,46.41112885508798,51.21262601580799,97.62375487089597,15009.359071735451,16562.163253512303,31571.522325247755
482090109051,32.318318388518264,38.332727419025346,70.80622125027124,10451.744166846805,12396.804047312799,22898.731952337715
482090109052,47.58578516811793,59.34965538670422,106.93544055482216,15389.242923369338,19193.678552060144,34582.92147542948
482090109053,18.85986927618203,24.285871435686317,43.14574071186835,6099.281723917269,7854.050822300956,13953.332546218222
482090109061,20.724876157643717,29.300782789900243,50.02565894754395,6702.424949381978,9475.873154253739,16178.298103635714
482090109062,22.442200520008477,31.06541806304205,53.50761858305053,7257.807648170742,10046.556201587799,17304.363849758538
482090109063,31.437808669427763,43.26043003307498,74.69823870250275,10166.987323692938,13990.423072696449,24157.410396389387
482090109064,25.60488894705135,28.718980037603853,54.323868984655206,8280.621085476407,9287.718144161086,17568.33922963749
482090109071,31.55985457971971,53.57794624087679,85.13780082059651,10206.456971081354,17327.107814299554,27533.56478538091
482090109072,40.30699989152734,71.5080926849694,111.81509257649674,13035.283764919943,23125.717174319103,36161.00093923905
482090109073,29.191729994106243,38.71051227715509,67.90224227126134,9440.60548009396,12518.979670431956,21959.585150525916
482090109074,20.23118565862167,28.086110108165286,48.317295766786955,6542.765441998247,9083.048008980655,15625.813450978902
482090109081,22.372860040419162,38.618267394049184,60.99112743446835,7235.3829370715575,12489.147675235507,19724.530612307062
482090109082,27.93327793535823,39.28248832303739,67.21576625839562,9033.622084294851,12703.956723670291,21737.578807965143
482090109091,1.9505903939727132,2.3418649455456166,4.29245533951833,630.8209334107754,757.3591233894524,1388.1800568002282
482090109092,4.053266795372989,4.857660570980884,8.910927366353873,1310.8264816236247,1570.9674286552183,2881.793910278842
482090109093,11.51268407495856,13.803486193370903,25.31617026832946,3723.2020298415987,4464.047434936151,8187.2494647777485
482090109101,11.731973223832389,12.531888516519915,24.263861740352304,3794.1201405873944,4052.8127462425405,7846.932886829934
482090109102,42.346330702213834,51.61515300081547,93.96148370302929,13694.803349095953,16692.34048046372,30387.143829559674
482090109103,19.731412395063185,23.1684865014028,42.899898896465984,6381.1387685634345,7492.688534553666,13873.8273031171
482090109104,16.7621853218934,17.905077207612766,34.66726252950617,5420.8907331003265,5790.501968941969,11211.392702042294
484530001011,15.360856057057758,18.494592050213598,33.85544810727135,4967.70084885248,5981.151069039077,10948.851917891556
484530001012,17.584462936964904,22.24565394297741,39.83011687994231,5686.81531381445,7194.244485158893,12881.059798973345
484530001013,7.856673636292527,9.994903520416983,17.85157715670951,2540.8482539770034,3232.3517985028525,5773.200052479856
484530001021,18.903453563291112,24.072513788518187,42.975967351809295,6113.376882368346,7785.050959206783,13898.427841575127
484530001022,10.426755109205407,13.422873667190553,23.84962877639596,3372.0126023170287,4340.957343969425,7712.969946286454
484530002031,10.302652205494924,13.034501906677379,23.337154112172303,3331.8777232570583,4215.357916619464,7547.235639876523
484530002041,8.36702238583205,11.060134831038848,19.427157216870896,2705.895039578085,3576.847604357963,6282.742643936048
484530002042,9.414324992546558,11.242478245734173,20.65680323828073,3044.592702589557,3635.8174646704315,6680.410167259988
484530002043,10.23735776737828,13.764952855174604,24.00231062255289,3310.7615019701357,4451.585753363467,7762.347255333604
484530002051,12.116304818989578,13.94424942494433,26.060554243933904,3918.4129784612296,4509.5702640269965,8427.983242488224
484530002052,5.620437193838633,6.392614447117468,12.013051640956101,1817.649388487414,2067.3715121977893,3885.0209006852033
484530002053,13.00524654543768,14.16647432891888,27.171720874356563,4205.896732794547,4581.437797972366,8787.334530766911
484530002061,11.848962465096339,12.781137619522442,24.63010008461878,3831.9544612121563,4133.419906153557,7965.374367365713
484530002062,9.90893020969242,10.81537682796398,20.7243070376564,3204.548029814528,3497.6928661635516,6702.24089597808
484530002063,5.198964294795101,5.982870325435004,11.181834620230106,1681.3450529367356,1934.8602632456807,3616.2053161824156
484530003021,5.354539700065175,6.082919408307391,11.437459108372565,1731.6581390010774,1967.2161366466103,3698.8742756476877
484530003022,4.389434404943048,4.9865146362993675,9.375949041242414,1419.543086558582,1612.6388333792156,3032.181919937797
484530003023,4.962635752230022,5.5784032416574325,10.541038993887454,1604.916402271189,1804.0556083520135,3408.972010623203
484530003024,11.037761800592584,13.016017250025259,24.05377905061784,3569.612166311641,4209.3799786581685,7778.992144969809
484530003025,12.063878611055717,13.23352335320114,25.297401964256856,3901.458342815419,4279.721452425249,8181.179795240668
484530003041,9.706406996191946,12.55150760774526,22.25791460393721,3139.052022568476,4059.157560344817,7198.209582913293
484530003042,11.939606230618644,14.47774016005129,26.41734639066993,3861.268654982069,4682.1011677605875,8543.369822742658
484530003051,4.384751613884731,4.900012443635167,9.284764057519897,1418.0286719303222,1584.664024271613,3002.6926962019347
484530003052,8.314867837588563,9.776166467147378,18.091034304735942,2689.0282586761414,3161.6122354754625,5850.640494151604
484530003053,5.57422980629773,6.638271706088429,12.212501512386158,1802.705919356686,2146.8170697489977,3949.5229891056833
484530003061,8.327431300798082,12.803955307397944,21.131386608196028,2693.0912826781,4140.799146412495,6833.890429090595
484530003071,13.18020448811673,15.810913524677154,28.991118012793887,4262.47813145695,5113.249433880591,9375.727565337542
484530004011,12.805230194421146,14.648954501442557,27.454184695863702,4141.211444875799,4737.471885766523,8878.683330642321
484530004012,6.64409410711979,8.764397479126607,15.408491586246397,2148.70003424254,2834.406144749545,4983.106178992084
484530004021,8.774123296444035,10.59795529213157,19.3720785885756,2837.5514740700005,3427.378741475349,6264.93021554535
484530004022,8.78003288664089,11.372165984368339,20.15219887100923,2839.462635539664,3677.758479344721,6517.221114884384
484530004023,6.697578094399762,8.315014821901993,15.012592916301754,2165.996755728883,2689.0757934031044,4855.072549131987
484530005001,3.923877322180089,4.7643059597875554,8.688183281967644,1268.9819259930407,1540.7765473952952,2809.758473388337
484530005002,6.19549148146512,7.522449935091668,13.717941416556787,2003.6219451058196,2432.7603090086454,4436.382254114465
484530005003,12.022485762477753,13.34400825306725,25.366494015545005,3888.071895585306,4315.452269041948,8203.524164627255
484530005004,15.338655162254499,18.1769503652616,33.5156055275161,4960.521079473105,5878.425748125602,10838.946827598707
484530006011,2.350792926543724,5.032156176704885,7.382949103248609,760.2464324442404,1627.3993075463598,2387.6457399906
484530006012,0.5123840226394493,1.4276075999072873,1.9399916225467366,165.7049929215979,461.6882978100167,627.3932907316146
484530006031,8.453243903291789,13.335870903289557,21.78911480658135,2733.7790783245646,4312.820650123843,7046.599728448409
484530006032,5.36277034219109,8.196993590011642,13.559763932202733,1734.3199286645986,2650.9077270097646,4385.227655674364
484530006033,10.791408933358252,18.908841846465876,29.700250779824128,3489.9416490480585,6115.119453147064,9605.061102195123
484530006034,6.188826943752281,10.668611113648002,16.857438057400287,2001.4666336094879,3450.2288341537637,5451.695467763252
484530006035,8.545704501131027,17.071577858207664,25.617282359338695,2763.680835665774,5520.9482793443585,8284.629115010133
484530006041,9.690621521702342,15.474470123828663,25.165091645531003,3133.9470001185373,5004.443638046189,8138.390638164727
484530006042,6.2259605402073515,12.151230381334043,18.377190921541395,2013.4756387030575,3929.7079053234293,5943.183544026488
484530006043,11.013782789518864,19.118872307262198,30.132655096781065,3561.8573541304004,6183.043304168595,9744.900658298997
484530007001,8.61323070086523,15.787438775216938,24.40066947608217,2785.5188086598155,5105.657699905158,7891.176508564974
484530008011,12.622209408666837,17.255568637234934,29.877778045901767,4082.0225227628553,5580.4508972817775,9662.473420044633
484530008021,11.065613671938472,14.024356990345053,25.08997066228353,3578.619461504902,4535.477050677589,8114.096512182492
484530008022,6.261662520716958,9.002950760941957,15.264613281658919,2025.021659199864,2911.554276088629,4936.575935288494
484530008023,14.819860745004656,23.14267443862152,37.96253518362617,4792.742964934506,7484.340913450199,12277.083878384705
484530008031,12.528177644933837,15.494153995439746,28.022331640373586,4051.6126503716027,5010.809402125214,9062.422052496819
484530008032,10.932217808633851,12.946315629996484,23.878533438630335,3535.479239312188,4186.838474740863,7722.317714053051
484530008033,11.06369041248162,13.30864173510346,24.37233214758508,3577.9974793965557,4304.014737132459,7882.012216529016
484530008041,12.052954150775024,16.166894191633126,28.219848342408152,3897.925372360643,5228.373581574154,9126.298953934796
484530008042,9.605498241723529,13.01816713333902,22.623665375062547,3106.4181313733898,4210.075250921839,7316.493382295228
484530009011,11.689674670476384,14.58432259233665,26.27399726281303,3780.440788432062,4716.569926361672,8497.010714793734
484530009012,7.536934918642926,9.51306459318705,17.049999511829977,2437.444752689122,3076.525089436692,5513.9698421258145
484530009021,16.123246097596635,21.685490309380413,37.808736406977054,5214.2577879627515,7013.087566053627,12227.34535401638
484530009022,6.612745007121387,9.56626991030979,16.17901491743118,2138.5617353030566,3093.731688994186,5232.293424297242
484530009023,18.665690083156548,26.99538453416632,45.66107461732287,6036.484172892828,8730.307358349388,14766.791531242216
484530009024,5.364014441482041,7.678126328508705,13.042140769990745,1734.7222703752923,2483.1060546397152,4217.828325015007
484530010001,9.613070250742307,12.151381357976032,21.76445160871834,3108.8669190900623,3929.756731169449,7038.623650259511
484530010002,11.275810538011818,14.593561511877057,25.86937204988887,3646.5971279930227,4719.55779294104,8366.154920934061
484530010003,9.190441164776228,12.072195440490887,21.26263660526711,2972.1886726886323,3904.148005454753,6876.336678143385
484530010004,9.563135280695136,12.567666078854202,22.130801359549334,3092.717949776807,4064.3832099014485,7157.1011596782555
484530010005,10.724398550205002,12.99168911125328,23.716087661458282,3468.2704911362976,4201.512258579311,7669.782749715609
484530011001,15.696247584783041,18.233368785581895,24.938915728940536,5076.166468918836,5896.6714652571845,8065.245346739369
484530011002,9.04382412620739,12.019370071869462,21.063194198076847,2924.7727224154696,3887.0642812425835,6811.837003658053
484530012001,10.6059110799444,12.92906961407555,23.53498069401995,3429.951643254019,4181.261113192032,7611.212756446051
484530012002,6.663164723163126,8.044306398347562,14.707471121510688,2154.867471470955,2601.5286892256013,4756.396160696557
484530012003,3.9929247451620062,4.53458055092606,8.527505296088068,1291.3118625853926,1466.483350169488,2757.795212754881
484530013031,4.0305306890749995,4.389851364762503,8.420382053837502,1303.4736248468548,1419.6779313641932,2723.151556211048
484530013032,3.2450437886153294,3.8978899274585816,7.142933716073911,1049.4471612381976,1260.5776025401053,2310.0247637783027
484530013033,1.776922798397562,2.13439035856011,3.9113131569576716,574.6568330017716,690.2618419583396,1264.9186749601108
484530013041,11.790164929181175,13.642531673062146,25.432696602243322,3812.939338097192,4411.994743068299,8224.934081165491
484530013042,4.025238871589196,4.5524939303581435,8.57773280194734,1301.7622510719461,1472.2765370778236,2774.0387881497695
484530013043,7.6865837723549415,8.592773670433573,16.279357442788516,2485.841191979588,2778.9030050182173,5264.744196997806
484530013044,9.16882582943805,10.523931855734736,19.69275768517279,2965.1982732402653,3403.439562144614,6368.6378353848795
484530013051,7.065569482505228,8.808166885669946,15.873736368175175,2285.0051706421905,2848.5611708256606,5133.566341467851
484530013052,13.710666889701793,17.050703799019097,30.76137068872089,4434.02967212956,5514.197608602776,9948.227280732335
484530013053,10.20609894291908,12.58123042312258,22.787329366041657,3300.65239814003,4068.769918837843,7369.422316977872
484530013054,13.396314223127636,14.633992397418167,28.0303066205458,4332.368019759478,4732.633141325035,9065.001161084512
484530013071,9.078428362860121,12.814130887624874,21.892559250484993,2935.963732548964,4144.089929057885,7080.053661606848
